State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
FL,Brevard,Melbourne,3/5/19,,"$8,479","$8,479","$3,047",,,,,$64,$39,,,"$5,097",$232,FL,Brevard,Melbourne,,"$4,070","$4,070","$1,874",,,,,$38,$34,,,"$1,941",$183,FL,Brevard,Melbourne,,"$4,511","$4,511","$3,689",,,,,,$54,,$668,,$100,FL,Brevard,Melbourne,,"$6,580","$6,580","$6,341",,,,,,$18,,$187,,$34,FL,Brevard,Melbourne,,"$2,426","$2,426","$2,187",,,,,,$18,,$187,,$34,,,,,,,,,,,,,
FL,Brevard,Palm Bay,3/5/19,,"$16,738","$10,856","$4,353","$2,460","$3,422",,$788,$64,$284,$38,,"$5,097",$232,FL,Brevard,Palm Bay,,"$5,685","$5,685","$2,869",,,,$432,$38,$194,$28,,"$1,941",$183,FL,Brevard,Palm Bay,,"$10,514","$10,514","$10,143",,,,,,$205,$66,,,$100,FL,Brevard,Palm Bay,,"$6,770","$6,770","$6,558",,,,$43,,$135,,,,$34,FL,Brevard,Palm Bay,,"$1,400","$1,400","$1,305",,,,,,$18,$43,,,$34,,,,,,,,,,,,,
FL,Brevard,Rockledge,3/6/19,,"$6,629","$6,629","$1,197",,,,,$64,$39,,,"$5,097",$232,FL,Brevard,Rockledge,,"$2,932","$2,932",$736,,,,,$38,$34,,,"$1,941",$183,FL,Brevard,Rockledge,,"$1,603","$1,603","$1,449",,,,,,$54,,,,$100,FL,Brevard,Rockledge,,"$1,443","$1,443","$1,391",,,,,,$18,,,,$34,FL,Brevard,Rockledge,,$911,$911,$859,,,,,,$18,,,,$34,,,,,,,,,,,,,
FL,Broward,Broward Co,3/6/19,,"$11,229","$11,229","$3,842",,,,$499,,,,,"$6,888",,FL,Broward,Broward Co,,"$8,625","$8,625","$3,842",,,,$390,,,,,"$4,393",,FL,Broward,Broward Co,,"$15,813","$15,813","$15,813",,,,,,,,,,,FL,Broward,Broward Co,,"$4,081","$4,081","$4,081",,,,,,,,,,,FL,Broward,Broward Co,,"$1,529","$1,529","$1,529",,,,,,,,,,,,,,,,,,,,,,,
FL,Broward,Ft. Lauderdale,3/6/19,,"$9,263","$9,263",,,,,"$2,375",,,,,"$6,888",,FL,Broward,Ft. Lauderdale,,"$6,268","$6,268",,,,,"$1,875",,,,,"$4,393",,FL,Broward,Ft. Lauderdale,,,,,,,,,,,,,,,FL,Broward,Ft. Lauderdale,,,,,,,,,,,,,,,FL,Broward,Ft. Lauderdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Charlotte,Charlotte Co,3/7/19,,"$5,064","$5,064","$2,609",,,,$339,$70,$247,$215,$323,"$1,261",,FL,Charlotte,Charlotte Co,,"$2,319","$2,319","$1,687",,,,$180,$37,$131,$114,$170,,,FL,Charlotte,Charlotte Co,,"$5,293","$5,293","$4,142",,,,,,$348,$321,$482,,,FL,Charlotte,Charlotte Co,,"$3,190","$3,190","$2,641",,,,,,$166,$153,$230,,,FL,Charlotte,Charlotte Co,,"$1,449","$1,449","$1,177",,,,,,$82,$76,$114,,,,,,,,,,,,,,,
FL,Citrus,Citrus Co,3/7/19,,"$4,809","$4,809","$1,697",,,,$675,$268,$391,$267,$250,"$1,261",,FL,Citrus,Citrus Co,,"$3,644","$3,644","$1,038",,,,$479,$190,$276,$189,$177,"$1,295",,FL,Citrus,Citrus Co,,"$2,343","$2,343","$1,248",,,,,,$471,$322,$302,,,FL,Citrus,Citrus Co,,"$2,203","$2,203","$1,687",,,,,,$222,$152,$142,,,FL,Citrus,Citrus Co,,$780,$780,$584,,,,,,$84,$58,$54,,,,,,,,,,,,,,,
,,,,"Single-Family Unit (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family Unit (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail per 1,000 sq. ft. (100,001 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office per 1,000 sq. ft. (100,001 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial per 1,000 sq. ft. (100,001 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
FL,Clay,Clay Co,3/7/19,,"$10,495","$10,495","$3,461",,,,,,,,,"$7,034",,FL,Clay,Clay Co,,"$5,478","$5,478","$2,242",,,,,,,,,"$3,236",,FL,Clay,Clay Co,,,,"$5,193",,,,,,,,,,,FL,Clay,Clay Co,,,,"$2,700",,,,,,,,,,,FL,Clay,Clay Co,,,,"$1,205",,,,,,,,,,,,,,,,,,,,,,,
FL,Collier,Collier Co,3/8/19,,"$28,738","$23,475","$7,444","$2,562","$2,701",,"$3,628",$336,"$1,257",$587,$934,"$8,790",$499,FL,Collier,Collier Co,,"$39,975","$11,924","$5,542","$13,655","$14,396",,"$1,685",$160,$700,$297,$444,"$2,844",$252,FL,Collier,Collier Co,,"$19,192","$18,403","$15,425",$384,$405,,,,$260,$765,"$1,275",,$678,FL,Collier,Collier Co,,"$10,852","$10,063","$8,689",$384,$405,,,,$205,$315,$526,,$328,FL,Collier,Collier Co,,"$7,403","$6,614","$5,700",$384,$405,,,,$150,$215,$359,,$190,,,,,,,,,,,,,
FL,Columbia,Columbia Co,3/8/19,,suspension extended indefinitely as of 3/21/19,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Dade,Miami/Dade Co,3/8/19,,"$15,781","$15,781","$9,206",,,,"$3,129",,$433,$565,,"$2,448",,FL,Dade,Miami/Dade Co,,"$10,894","$10,894","$6,464",,,,"$1,902",,$433,$565,,"$1,530",,FL,Dade,Miami/Dade Co,,"$20,379","$20,379","$19,524",,,,,,$463,$392,,,,FL,Dade,Miami/Dade Co,,"$11,642","$11,642","$10,906",,,,,,$344,$392,,,,FL,Dade,Miami/Dade Co,,"$8,565","$8,565","$6,772",,,,,,"$1,401",$392,,,,,,,,,,,,,,,,
FL,Dade,Miami,3/8/19,,"$19,753","$19,753","$9,206",,,,"$6,818",,$704,$164,$413,"$2,448",,FL,Dade,Miami,,"$12,696","$12,696","$6,464",,,,"$3,959",,$409,$95,$239,"$1,530",,FL,Dade,Miami,,"$20,455","$20,455","$19,524",,,,,,$227,$609,$95,,,FL,Dade,Miami,,"$11,588","$11,588","$10,906",,,,,,$336,$206,$140,,,FL,Dade,Miami,,"$7,176","$7,176","$6,772",,,,,,$210,$107,$87,,,,,,,,,,,,,,,
FL,DeSoto,DeSoto Co,3/8/19,,fees suspended indefinitely,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Flagler,Flagler Co,3/21/19,,"$3,868","$3,868",susp.,,,,$268,,,,,"$3,600",,FL,Flagler,Flagler Co,,"$1,199","$1,199",,,,,$268,,,,,$931,,FL,Flagler,Flagler Co,,,,,,,,,,,,,,,FL,Flagler,Flagler Co,,,,,,,,,,,,,,,FL,Flagler,Flagler Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Flagler,Palm Coast,3/21/19,,"$14,301","$7,707","$3,050","$2,739","$3,855",,$849,,$208,,,"$3,600",,FL,Flagler,Palm Coast,,"$6,219","$4,937","$2,949",$639,$643,,$849,,$208,,,$931,,FL,Flagler,Palm Coast,,"$7,842","$6,787","$6,523",$438,$617,,,,$264,,,,,FL,Flagler,Palm Coast,,"$7,416","$6,361","$6,097",$438,$617,,,,$264,,,,,FL,Flagler,Palm Coast,,"$4,587","$3,532","$3,268",$438,$617,,,,$264,,,,,,,,,,,,,,,,,
FL,Gilchrist,Gilchrist Co,3/21/19,,all fees suspended indefinitely effective 1/1/2012,,,,,,,,,,,,,FL,Gilchrist,Gilchrist Co,,,,,,,,,,,,,,,FL,Gilchrist,Gilchrist Co,,,,,,,,,,,,,,,FL,Gilchrist,Gilchrist Co,,,,,,,,,,,,,,,FL,Gilchrist,Gilchrist Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Glades,Glades Co,3/21/19,,all fees suspended eff 02/23/18 until 02/14/19,,,,,,,,,,,,,FL,Glades,Glades Co,,,,,,,,,,,,,,,FL,Glades,Glades Co,,,,,,,,,,,,,,,FL,Glades,Glades Co,,,,,,,,,,,,,,,FL,Glades,Glades Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Hardee,Hardee Co,3/21/19,,all fees suspended indefinitely effective 03/21/2019,,,,,,,,,,,,,FL,Hardee,Hardee Co,,,,,,,,,,,,,,,FL,Hardee,Hardee Co,,,,,,,,,,,,,,,FL,Hardee,Hardee Co,,,,,,,,,,,,,,,FL,Hardee,Hardee Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Hendry,Hendry Co,3/22/19,,all fees suspended indefinitely after repeal of impact fee ordinance,,,,,,,,,,,,,FL,Hendry,Hendry Co,,,,,,,,,,,,,,,FL,Hendry,Hendry Co,,,,,,,,,,,,,,,FL,Hendry,Hendry Co,,,,,,,,,,,,,,,FL,Hendry,Hendry Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Hernando,Hernando Co,3/22/19,,"$4,714","$4,714","$1,269",,,,$411,$107,$235,$86,$466,"$2,133",$7,FL,Hernando,Hernando Co,,"$3,493","$3,493",$822,,,,$311,$81,$177,$65,$352,"$1,680",$5,FL,Hernando,Hernando Co,,"$3,020","$3,020","$1,884",,,,,,$354,$121,$651,,$10,FL,Hernando,Hernando Co,,"$1,868","$1,868","$1,284",,,,,,$182,$62,$335,,$5,FL,Hernando,Hernando Co,,"$1,100","$1,100",$806,,,,,,$92,$31,$168,,$3,,,,,,,,,,,,,
FL,Highlands,Highlands Co,3/22/19,,all fees suspended through  07/21/2020,,,,,,,,,,,,,FL,Highlands,Highlands Co,,,,,,,,,,,,,,,FL,Highlands,Highlands Co,,,,,,,,,,,,,,,FL,Highlands,Highlands Co,,,,,,,,,,,,,,,FL,Highlands,Highlands Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Hillsborough,Hillsborough Co.,3/22/19,,"$10,858","$10,858","$6,455",,,,$354,,$49,,,"$4,000",,FL,Hillsborough,Hillsborough Co.,,"$7,255","$7,255","$4,183",,,,$230,,$49,,,"$2,793",,FL,Hillsborough,Hillsborough Co.,,"$8,520","$8,520","$8,498",,,,,,$22,,,,,FL,Hillsborough,Hillsborough Co.,,"$6,583","$6,583","$6,542",,,,,,$41,,,,,FL,Hillsborough,Hillsborough Co.,,"$4,119","$4,119","$4,110",,,,,,$9,,,,,,,,,,,,,,,,,
FL,Hillsborough,Plant City,3/23/19,,"$11,787","$7,877","$1,856",$790,"$3,120",,$582,$538,$363,$538,,"$4,000",,FL,Hillsborough,Plant City,,"$8,202","$5,834","$1,290",$184,"$2,184",,$503,$486,$308,$454,,"$2,793",,FL,Hillsborough,Plant City,,"$3,218","$2,601","$1,562",$119,$499,,,,$533,$506,,,,FL,Hillsborough,Plant City,,"$2,433","$1,815","$1,281",$119,$499,,,,$262,$272,,,,FL,Hillsborough,Plant City,,"$1,240",$622,$278,$119,$499,,,,$139,$205,,,,,,,,,,,,,,,,
FL,Hillsborough,Tampa,3/23/19,,"$5,772","$5,772","$1,772",,,,,,,,,"$4,000",,FL,Hillsborough,Tampa,,"$3,707","$3,707",$914,,,,,,,,,"$2,793",,FL,Hillsborough,Tampa,,"$4,143","$4,143","$4,143",,,,,,,,,,,FL,Hillsborough,Tampa,,"$3,637","$3,637","$3,637",,,,,,,,,,,FL,Hillsborough,Tampa,,"$1,399","$1,399","$1,399",,,,,,,,,,,,,,,,,,,,,,,
FL,Indian River,Indian River Co,3/23/19,,"$8,413","$8,413","$4,248",,,,"$1,343",,$314,$436,$370,"$1,702",susp.,FL,Indian River,Indian River Co,,"$4,816","$4,816","$2,742",,,,$767,,$181,$249,$209,$668,,FL,Indian River,Indian River Co,,"$4,285","$4,285","$2,862",,,,,,$477,$650,$296,,,FL,Indian River,Indian River Co,,"$5,004","$5,004","$4,321",,,,,,$229,$312,$142,,,FL,Indian River,Indian River Co,,$962,$962,$663,,,,,,$101,$137,$61,,,,,,,,,,,,,,,
FL,Lake,Lake Co,3/23/19,,"$12,833","$12,833","$2,706",,,,$222,$191,$390,,,"$9,324",,FL,Lake,Lake Co,,"$9,846","$9,846","$1,240",,,,$171,$146,$244,,,"$8,045",,FL,Lake,Lake Co,,"$4,381","$4,381","$3,080",,,,,,"$1,301",,,,,FL,Lake,Lake Co,,"$3,924","$3,924","$2,623",,,,,,"$1,301",,,,,FL,Lake,Lake Co,,"$1,609","$1,609","$1,505",,,,,,$104,,,,,,,,,,,,,,,,,
FL,Lake,Eustis,3/24/19,,"$14,023","$10,501",,$854,"$2,668",,$599,$293,$147,$138,,"$9,324",,FL,Lake,Eustis,,"$11,809","$8,887",,$708,"$2,214",,$428,$210,$105,$99,,"$8,045",,FL,Lake,Eustis,,"$2,101",$941,,$280,$880,,,,$485,$456,,,,FL,Lake,Eustis,,"$2,426",$666,,$430,"$1,330",,,,$343,$323,,,,FL,Lake,Eustis,,"$2,127",$367,,$430,"$1,330",,,,$189,$178,,,,,,,,,,,,,,,,
FL,Lee,Lee Co,8/14/19,,"$8,903","$8,903","$4,748",,,,$729,,$821,,,"$2,605",,FL,Lee,Lee Co,,"$5,865","$5,865","$3,681",,,,$552,,$624,,,"$1,008",,FL,Lee,Lee Co,,"$6,330","$6,330","$5,451",,,,,,$879,,,,,FL,Lee,Lee Co,,"$4,044","$4,044","$3,617",,,,,,$427,,,,,FL,Lee,Lee Co,,"$1,762","$1,762","$1,606",,,,,,$156,,,,,,,,,,,,,,,,,
FL,Lee,Bonita Springs,3/24/19,,"$12,983","$12,983","$8,645",,,,$912,,$821,,,"$2,605",,FL,Lee,Bonita Springs,,"$9,025","$9,025","$6,703",,,,$690,,$624,,,"$1,008",,FL,Lee,Bonita Springs,,"$10,805","$10,805","$9,926",,,,,,$879,,,,,FL,Lee,Bonita Springs,,"$7,011","$7,011","$6,584",,,,,,$427,,,,,FL,Lee,Bonita Springs,,"$3,038","$3,038","$2,882",,,,,,$156,,,,,,,,,,,,,,,,,
FL,Lee,Cape Coral,3/24/19,,"$13,461","$8,274","$3,347","$2,658","$2,529",,"$1,115",,$610,$597,,"$2,605",,FL,Lee,Cape Coral,,"$9,256","$5,677","$2,347","$1,834","$1,745",,"$1,115",,$610,$597,,"$1,008",,FL,Lee,Cape Coral,,"$6,864","$6,035","$5,709",$425,$405,,,,$162,$163,,,,FL,Lee,Cape Coral,,"$3,789","$2,960","$2,634",$425,$405,,,,$162,$163,,,,FL,Lee,Cape Coral,,"$3,465","$2,636","$2,310",$425,$405,,,,$162,$163,,,,,,,,,,,,,,,,
FL,Lee,Ft. Myers,3/24/19,,"$12,943","$8,954","$4,748","$2,023","$1,966",,$780,,$821,,,"$2,605",,FL,Lee,Ft. Myers,,"$9,313","$5,894","$3,681","$1,734","$1,685",,$581,,$624,,,"$1,008",,FL,Lee,Ft. Myers,,"$7,020","$6,330","$5,451",$354,$335,,,,$879,,,,,FL,Lee,Ft. Myers,,"$4,734","$4,044","$3,617",$354,$335,,,,$427,,,,,FL,Lee,Ft. Myers,,"$2,452","$1,762","$1,606",$354,$335,,,,$156,,,,,,,,,,,,,,,,,
FL,Levy,Levy Co,3/24/19,,"$1,613","$1,613","$1,410",,,,$150,,$53,,,,,FL,Levy,Levy Co,,"$1,047","$1,047",$870,,,,$124,,$53,,,,,FL,Levy,Levy Co,,"$1,790","$1,790","$1,710",,,,,,$80,,,,,FL,Levy,Levy Co,,"$1,561","$1,561","$1,481",,,,,,$80,,,,,FL,Levy,Levy Co,,$720,$720,$640,,,,,,$80,,,,,,,,,,,,,,,,,
FL,Manatee,Manatee Co,3/24/19,,"$15,562","$15,562","$6,891",,,,"$1,298",$287,$289,$536,,"$6,127",$134,FL,Manatee,Manatee Co,,"$7,028","$7,028","$2,577",,,,$484,$107,$108,$200,,"$3,502",$50,FL,Manatee,Manatee Co,,"$12,471","$12,471","$11,737",,,,,,$134,$532,,,$68,FL,Manatee,Manatee Co,,"$5,041","$5,041","$4,594",,,,,,$159,$208,,,$80,FL,Manatee,Manatee Co,,"$3,201","$3,201","$2,903",,,,,,$111,$131,,,$56,,,,,,,,,,,,,
FL,Marion,Marion Co,3/24/19,,all fees suspended until 1/1/2017,,,,,,,,,,,,,FL,Marion,Marion Co,,,,,,,,,,,,,,,FL,Marion,Marion Co,,,,,,,,,,,,,,,FL,Marion,Marion Co,,,,,,,,,,,,,,,FL,Marion,Marion Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Martin,Martin Co,3/24/19,,"$12,886","$12,886","$2,815",,,,"$1,972",$527,$599,$760,$646,"$5,567",,FL,Martin,Martin Co,,"$10,638","$10,638","$2,293",,,,"$1,377",$495,$286,$363,$469,"$5,355",,FL,Martin,Martin Co,,"$6,795","$6,795","$5,183",,,,,,$319,$742,$551,,,FL,Martin,Martin Co,,"$2,944","$2,944","$2,277",,,,,,$80,$273,$314,,,FL,Martin,Martin Co,,"$1,347","$1,347","$1,045",,,,,,$12,$135,$155,,,,,,,,,,,,,,,
FL,Monroe,Monroe Co,3/24/19,,"$1,534","$1,534",$633,,,,$340,$242,$105,$150,,,$64,FL,Monroe,Monroe Co,,"$1,331","$1,331",$430,,,,$340,$242,$105,$150,,,$64,FL,Monroe,Monroe Co,,"$3,398","$3,398","$1,168",,,,,,$64,$112,,,"$2,054",FL,Monroe,Monroe Co,,"$2,914","$2,914",$684,,,,,,$64,$112,,,"$2,054",FL,Monroe,Monroe Co,,"$2,543","$2,543",$406,,,,,,$64,$19,,,"$2,054",,,,,,,,,,,,,
FL,Nassau,Nassau Co,3/24/19,,"$7,132","$7,132",,,,,$583,,$166,$76,$876,"$5,431",,FL,Nassau,Nassau Co,,"$6,961","$6,961",,,,,$524,,$149,$69,$788,"$5,431",,FL,Nassau,Nassau Co,,"$1,350","$1,350",,,,,,,$200,$93,"$1,057",,,FL,Nassau,Nassau Co,,$722,$722,,,,,,,$107,$49,$566,,,FL,Nassau,Nassau Co,,$323,$323,,,,,,,$48,$22,$253,,,,,,,,,,,,,,,
FL,Okaloosa,Destin,3/24/19,,"$1,650","$1,650",$988,,,,$479,$160,,$23,,,,FL,Okaloosa,Destin,,"$1,168","$1,168",$705,,,,$335,$112,,$16,,,,FL,Okaloosa,Destin,,"$1,263","$1,263","$1,215",,,,,,,$48,,,,FL,Okaloosa,Destin,,$999,$999,$974,,,,,,,$25,,,,FL,Okaloosa,Destin,,$622,$622,$616,,,,,,,$6,,,,,,,,,,,,,,,,
FL,Orange,Orange Co.,3/24/19,,"$14,957","$14,957","$3,761",,,,"$1,601",,$325,$486,,"$8,784",,FL,Orange,Orange Co.,,"$9,848","$9,848","$2,435",,,,"$1,083",,$223,$188,,"$5,919",,FL,Orange,Orange Co.,,"$6,303","$6,303","$5,246",,,,,,$295,$762,,,,FL,Orange,Orange Co.,,"$4,421","$4,421","$3,905",,,,,,$259,$257,,,,FL,Orange,Orange Co.,,"$2,310","$2,310","$2,088",,,,,,$80,$142,,,,,,,,,,,,,,,,
FL,Orange,Ocoee,3/24/19,,"$21,969","$15,106","$3,943",$500,"$6,363",,"$1,560",,$318,$501,,"$8,784",,FL,Orange,Ocoee,,"$19,104","$12,241","$3,943",$500,"$6,363",,"$1,560",,$318,$501,,"$5,919",,FL,Orange,Ocoee,,"$7,538","$5,246","$4,846",$167,"$2,125",,,,$235,$165,,,,FL,Orange,Ocoee,,"$6,373","$4,081","$3,681",$167,"$2,125",,,,$235,$165,,,,FL,Orange,Ocoee,,"$5,188","$2,896","$2,496",$167,"$2,125",,,,$235,$165,,,,,,,,,,,,,,,,
FL,Orange,Orlando,3/24/19,,"$15,862","$13,324","$3,574",,"$2,538",,$966,,,,,"$8,784",,FL,Orange,Orlando,,"$11,038","$9,109","$2,365",,"$1,929",,$825,,,,,"$5,919",,FL,Orange,Orlando,,"$6,148","$5,742","$5,742",,$406,,,,,,,,,FL,Orange,Orlando,,"$4,115","$3,709","$3,709",,$406,,,,,,,,,FL,Orange,Orlando,,"$2,676","$2,270","$2,270",,$406,,,,,,,,,,,,,,,,,,,,,
FL,Orange,Winter Garden,3/24/19,,"$16,425","$13,572","$3,517","$1,086","$1,767",,$671,,$340,$260,,"$8,784",,FL,Orange,Winter Garden,,"$9,535","$8,987","$2,470",$253,$295,,$598,,,,,"$5,919",,FL,Orange,Winter Garden,,"$9,183","$8,755","$7,645",$163,$265,,,,$610,$500,,,,FL,Orange,Winter Garden,,"$6,004","$5,576","$4,466",$163,$265,,,,$610,$500,,,,FL,Orange,Winter Garden,,"$2,942","$2,514","$1,404",$163,$265,,,,$610,$500,,,,,,,,,,,,,,,,
FL,Osceola,Osceola Co,3/24/19,,"$17,497","$17,497","$4,585",,,,$924,,$165,,,"$11,823",,FL,Osceola,Osceola Co,,"$15,409","$15,409","$3,203",,,,$679,,$165,,,"$11,362",,FL,Osceola,Osceola Co,,"$12,095","$12,095","$11,795",,,,,,$300,,,,,FL,Osceola,Osceola Co,,"$4,713","$4,713","$4,623",,,,,,$90,,,,,FL,Osceola,Osceola Co,,"$2,074","$2,074","$2,024",,,,,,$50,,,,,,,,,,,,,,,,,
FL,Palm Beach,Palm Beach Co,3/24/19,,"$9,266","$9,266","$6,027",,,,$860,$201,,$128,$184,"$1,866",,FL,Palm Beach,Palm Beach Co,,"$6,688","$6,688","$4,008",,,,$734,$154,,$58,$141,"$1,593",,FL,Palm Beach,Palm Beach Co,,"$8,463","$8,463","$8,138",,,,,,,$57,$268,,,FL,Palm Beach,Palm Beach Co,,"$2,570","$2,570","$2,412",,,,,,,$10,$148,,,FL,Palm Beach,Palm Beach Co,,"$1,327","$1,327","$1,260",,,,,,,$6,$61,,,,,,,,,,,,,,,
FL,Palm Beach,Palm Beach Gardens,3/24/19,,"$14,543","$10,252","$7,654",,,,"$3,737",$201,$390,$511,$184,"$1,866",,FL,Palm Beach,Palm Beach Gardens,,"$10,678","$10,678","$5,243",,,,"$2,858",$154,$298,$391,$141,"$1,593",,FL,Palm Beach,Palm Beach Gardens,,"$10,652","$10,652","$10,139",,,,,,,$245,$268,,,FL,Palm Beach,Palm Beach Gardens,,"$3,657","$3,657","$3,111",,,,,,$184,$214,$148,,,FL,Palm Beach,Palm Beach Gardens,,"$1,994","$1,994","$1,635",,,,,,$279,$19,$61,,,,,,,,,,,,,,,
FL,Pasco,Pasco Co,3/24/19,,"$22,503","$18,212","$8,570","$1,561","$2,730",,$892,$145,$172,$248,$65,"$7,728",$392,FL,Pasco,Pasco Co,,"$14,406","$12,292","$5,845",$769,"$1,345",,$892,$145,$172,$248,$65,"$4,533",$392,FL,Pasco,Pasco Co,,"$7,756","$7,113","$7,051",$234,$410,,,,$62,,,,,FL,Pasco,Pasco Co,,"$1,556",$913,$851,$234,$410,,,,$62,,,,,FL,Pasco,Pasco Co,,"$1,705","$1,062","$1,000",$234,$410,,,,$62,,,,,,,,,,,,,,,,,
FL,Pinellas,Pinellas Co,3/24/19,,"$2,418","$2,066","$2,066",$352,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,596","$1,420","$1,420",$176,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$3,683","$3,627","$3,627",$56,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$2,823","$2,767","$2,767",$56,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,470","$1,414","$1,414",$56,,,,,,,,,,,,,,,,,,,,,,
FL,Polk,Polk Co,8/14/19,,"$8,419","$8,419","$2,155",,,,$178,$83,$308,$259,,"$5,242",$194,FL,Polk,Polk Co,,"$5,354","$5,354","$1,351",,,,$126,$59,$189,$161,,"$3,348",$120,FL,Polk,Polk Co,,"$5,069","$5,069","$3,808",,,,,,$364,$515,,,$382,FL,Polk,Polk Co,,"$3,286","$3,286","$2,237",,,,,,$279,$500,,,$270,FL,Polk,Polk Co,,$851,$851,$666,,,,,,$50,$75,,,$60,,,,,,,,,,,,,
FL,Polk,Lakeland,3/24/19,,"$13,758","$12,689","$2,839","$1,050",$19,,"$3,299",,$552,$563,,"$5,242",$194,FL,Polk,Lakeland,,"$8,362","$8,362","$1,567",,,,"$2,484",,$418,$425,,"$3,348",$120,FL,Polk,Lakeland,,"$5,772","$5,772","$4,836",,,,,,$554,,,,$382,FL,Polk,Lakeland,,"$3,461","$3,461","$2,501",,,,,,$358,$332,,,$270,FL,Polk,Lakeland,,$803,$803,$450,,,,,,$142,$151,,,$60,,,,,,,,,,,,,
FL,Putnam,Putnam Co,3/24/19,,all fees suspended 3/1/2009 to 3/1/2015,,,,,,,,,,,,,FL,Putnam,Putnam Co,,,,,,,,,,,,,,,FL,Putnam,Putnam Co,,,,,,,,,,,,,,,FL,Putnam,Putnam Co,,,,,,,,,,,,,,,FL,Putnam,Putnam Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Santa Rosa,Santa Rosa Co,3/24/19,,fees suspended and not reinstated,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,St Johns,St. Johns Co,3/24/19,,"$16,484","$16,484","$8,640",,,,"$1,383",,$598,$321,$687,"$4,855",,FL,St Johns,St. Johns Co,,"$11,651","$11,651","$6,725",,,,"$1,077",,$367,$250,$535,"$2,697",,FL,St Johns,St. Johns Co,,"$6,079","$6,079","$4,320",,,,,,$101,$528,"$1,130",,,FL,St Johns,St. Johns Co,,"$3,357","$3,357","$2,528",,,,,,$141,$219,$469,,,FL,St Johns,St. Johns Co,,"$1,713","$1,713","$1,415",,,,,,$14,$90,$194,,,,,,,,,,,,,,,
