State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,
NM,Valencia,Los Lunas,2/6/05,,"$3,227",$850,,"$1,061","$1,316",,$850,,,,,,,NM,Valencia,Los Lunas,,"$1,137",$745,,$206,$186,,$745,,,,,,,NM,Valencia,Los Lunas,,$256,,,$123,$133,,,,,,,,,NM,Valencia,Los Lunas,,$256,,,$123,$133,,,,,,,,,NM,Valencia,Los Lunas,,$256,,,$123,$133,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Washoe,Reno,1/25/05,,"$5,111","$2,886","$1,886",,"$2,225",,"$1,000",,,,,,,NV,Washoe,Reno,,"$4,531","$2,306","$1,306",,"$2,225",,"$1,000",,,,,,,NV,Washoe,Reno,,"$3,451","$3,429","$3,429",,$22,,,,,,,,,NV,Washoe,Reno,,"$1,864","$1,843","$1,843",,$22,,,,,,,,,NV,Washoe,Reno,,"$1,190","$1,169","$1,169",,$22,,,,,,,,,
NV,Clark,Las Vegas,1/25/05,,"$2,411",$731,$685,,"$1,680",,,,,,,,$46,NV,Clark,Las Vegas,,"$2,354",$674,$628,,"$1,680",,,,,,,,$46,NV,Clark,Las Vegas,,"$1,146",$877,$793,,$269,,,,,,,,$84,NV,Clark,Las Vegas,,"$1,089",$820,$769,,$269,,,,,,,,$51,NV,Clark,Las Vegas,,$960,$691,$607,,$269,,,,,,,,$84,
NV,Clark,Mesquite,2/6/05,,$765,$765,$765,,,,,,,,,,,NV,Clark,Mesquite,,$677,$677,$677,,,,,,,,,,,NV,Clark,Mesquite,,"$1,121","$1,121","$1,121",,,,,,,,,,,NV,Clark,Mesquite,,$831,$831,$831,,,,,,,,,,,NV,Clark,Mesquite,,$752,$752,$752,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Butler,Middletown,6/15/04,,$500,$500,$500,,,,,,,,,,,OH,Butler,Middletown,,$500,$500,$500,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,
OH,Delaware,Delaware (city),2/6/05,,"$10,177","$1,477",,"$3,600","$5,100",,"$1,068",,$259,$150,,,,OH,Delaware,Delaware (city),,"$1,754","$1,018",,$305,$431,,$736,,$179,$103,,,,OH,Delaware,Delaware (city),,"$1,645",$688,,$396,$561,,,,$307,$381,,,,OH,Delaware,Delaware (city),,"$1,595",$638,,$396,$561,,,,$439,$199,,,,OH,Delaware,Delaware (city),,"$1,319",$362,,$396,$561,,,,$284,$78,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Cleveland,Moore,2/6/05,,"$1,235",$535,$535,,$700,,,,,,,,,OK,Cleveland,Moore,,"$1,235",$535,$535,,$700,,,,,,,,,OK,Cleveland,Moore,,$210,$210,$210,,,,,,,,,,,OK,Cleveland,Moore,,$210,$210,$210,,,,,,,,,,,OK,Cleveland,Moore,,$300,$300,$300,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Clackamas,West Linn,1/25/05,,"$19,435","$12,512","$4,065","$4,395","$2,528",$439,"$8,008",,,,,,,OR,Clackamas,West Linn,,"$11,377","$8,377","$2,495","$1,026","$1,975",$220,"$5,662",,,,,,,OR,Clackamas,West Linn,,"$12,408","$10,646","$10,207",$690,"$1,071",$439,,,,,,,,OR,Clackamas,West Linn,,"$7,490","$5,728","$5,289",$690,"$1,071",$439,,,,,,,,OR,Clackamas,West Linn,,"$7,490","$5,728","$5,289",$690,"$1,071",$439,,,,,,,,
OR,Deschutes,Bend,1/25/05,,"$8,748","$5,540","$2,600","$2,188","$1,020",,"$2,940",,,,,,,OR,Deschutes,Bend,,"$4,315","$3,719","$1,081",$447,$149,,"$2,638",,,,,,,OR,Deschutes,Bend,,"$4,194","$3,681","$3,681",$350,$163,,,,,,,,,OR,Deschutes,Bend,,"$3,600","$3,087","$3,087",$350,$163,,,,,,,,,OR,Deschutes,Bend,,"$2,648","$2,135","$2,135",$350,$163,,,,,,,,,
OR,Lane,Eugene,1/25/05,,"$6,501","$3,151","$1,377","$1,960","$1,389",$429,"$1,345",,,,,,,OR,Lane,Eugene,,"$4,048","$2,432",$791,$434,"$1,182",$296,"$1,345",,,,,,,OR,Lane,Eugene,,"$5,566","$4,892","$4,596",$314,$361,$296,,,,,,,,OR,Lane,Eugene,,"$3,248","$2,355","$2,059",$314,$580,$296,,,,,,,,OR,Lane,Eugene,,"$2,574","$1,591","$1,295",$314,$669,$296,,,,,,,,
OR,Marion,Salem,1/30/05,,"$10,751","$4,529","$1,528","$3,725","$2,497",$400,"$2,602",,,,,,,OR,Marion,Salem,,"$5,151","$3,034","$1,073",$869,"$1,248",$260,"$1,701",,,,,,,OR,Marion,Salem,,"$8,110","$7,115","$6,855",$596,$399,$260,,,,,,,,OR,Marion,Salem,,"$3,013","$2,018","$1,758",$596,$399,$260,,,,,,,,OR,Marion,Salem,,"$2,041","$1,373","$1,113",$269,$399,$260,,,,,,,,
OR,Washington,Washington Co,1/25/05,,"$6,422","$4,122","$1,350",,"$2,300",$500,"$2,272",,,,,,,OR,Washington,Washington Co,,"$3,408","$1,108",$824,,"$2,300",$284,,,,,,,,OR,Washington,Washington Co,,"$2,784","$2,703","$2,265",,$81,$438,,,,,,,,OR,Washington,Washington Co,,"$2,378","$1,918","$1,538",,$460,$380,,,,,,,,OR,Washington,Washington Co,,"$1,669","$1,285",$906,,$384,$379,,,,,,,,
OR,Washington,Hillsboro,1/25/05,,"$7,335","$4,935","$2,390",,"$2,400",$500,"$2,045",,,,,,,OR,Washington,Hillsboro,,"$6,053","$3,753","$1,458",,"$2,300",$250,"$2,045",,,,,,,OR,Washington,Hillsboro,,"$5,903","$5,519","$3,997",,$384,$379,"$1,143",,,,,,,OR,Washington,Hillsboro,,"$4,634","$4,250","$2,728",,$384,$379,"$1,143",,,,,,,OR,Washington,Hillsboro,,"$3,052","$2,668","$1,603",,$384,$379,$686,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Montgomery,Towamencin Twp,5/22/04,,"$2,198","$2,198","$2,198",,,,,,,,,,,PA,Montgomery,Towamencin Twp,,"$1,363","$1,363","$1,363",,,,,,,,,,,PA,Montgomery,Towamencin Twp,,"$5,110","$5,110","$5,110",,,,,,,,,,,PA,Montgomery,Towamencin Twp,,"$6,550","$3,275","$3,275",,,,,,,,,,,PA,Montgomery,Towamencin Twp,,"$2,154","$2,154","$2,154",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Beaufort,Beaufort Co,6/17/04,,"$1,018","$1,018",$335,,,,$263,$420,,,,,,SC,Beaufort,Beaufort Co,,$915,$915,$232,,,,$263,$420,,,,,,SC,Beaufort,Beaufort Co,,"$1,502","$1,502","$1,502",,,,,,,,,,,SC,Beaufort,Beaufort Co,,$385,$385,$385,,,,,,,,,,,SC,Beaufort,Beaufort Co,,$244,$244,$244,,,,,,,,,,,
SC,Beaufort,Hilton Head,6/22/04,,"$5,770","$1,459","$1,084","$1,475","$2,836",,$268,$107,,,,,,SC,Beaufort,Hilton Head,,"$1,163","$1,061",$686,$43,$59,,$268,$107,,,,,,SC,Beaufort,Hilton Head,,"$5,209","$4,519","$4,519",$236,$454,,,,,,,,,SC,Beaufort,Hilton Head,,"$2,986","$2,296","$2,296",$236,$454,,,,,,,,,SC,Beaufort,Hilton Head,,"$1,480",$790,$790,$236,$454,,,,,,,,,
SC,Berkeley,Mt. Pleasant,1/22/05,,"$4,281","$1,850",$958,$955,"$1,476",,$358,,$231,$69,,,$234,SC,Berkeley,Mt. Pleasant,,"$1,792","$1,382",$664,$195,$215,,$358,,$231,$69,,,$60,SC,Berkeley,Mt. Pleasant,,"$3,669","$3,280","$2,840",$153,$236,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$1,929","$1,540","$1,100",$153,$236,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$1,439","$1,050",$700,$153,$236,,,,$190,$30,,,$130,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,Rutherford,LaVergne,6/16/04,,"$5,157","$2,695",$884,$587,"$1,875",,$311,,,,,,"$1,500",TN,Rutherford,LaVergne,,"$3,251",$789,$543,$587,"$1,875",,$246,,,,,,,TN,Rutherford,LaVergne,,"$2,749","$2,355","$2,355",$94,$300,,,,,,,,,TN,Rutherford,LaVergne,,"$1,699","$1,305","$1,305",$94,$300,,,,,,,,,TN,Rutherford,LaVergne,,"$1,252",$858,$858,$94,$300,,,,,,,,,
TN,Rutherford,Smyrna,1/25/05,,"$3,966","$3,966","$1,474",,,,$625,,$367,,,,"$1,500",TN,Rutherford,Smyrna,,"$1,627","$1,627",$896,,,,$460,,$271,,,,,TN,Rutherford,Smyrna,,"$2,834","$2,834","$1,994",,,,,,$840,,,,,TN,Rutherford,Smyrna,,"$2,674","$2,674","$2,168",,,,,,$506,,,,,TN,Rutherford,Smyrna,,"$1,629","$1,629","$1,329",,,,,,$300,,,,,
TN,Sumner,White House,2/6/05,,"$3,145","$3,145",$881,,,,$396,,$186,$282,,"$1,400",,TN,Sumner,White House,,"$1,492","$1,492",$258,,,,$245,,$115,$174,,$700,,TN,Sumner,White House,,"$2,888","$2,888","$1,550",,,,,,$532,$806,,,,TN,Sumner,White House,,"$1,550","$1,550",$929,,,,,,$247,$374,,,,TN,Sumner,White House,,$977,$977,$278,,,,,,$119,$180,,,$400,
TN,Williamson,Franklin,2/8/05,,"$5,486","$2,206","$1,286","$1,185","$2,095",,,,,,,,$920,TN,Williamson,Franklin,,"$3,814","$1,190",$730,$948,"$1,676",,,,,,,,$460,TN,Williamson,Franklin,,"$4,933","$3,621","$2,851",$474,$838,,,,,,,,$770,TN,Williamson,Franklin,,"$4,255","$2,943","$2,173",$474,$838,,,,,,,,$770,TN,Williamson,Franklin,,"$3,406","$2,094","$1,324",$474,$838,,,,,,,,$770,
TN,Wilson,Wilson Co,2/8/05,,"$3,000","$3,000",,,,,,,,,,"$3,000",,TN,Wilson,Wilson Co,,,,,,,,,,,,,,,TN,Wilson,Wilson Co,,,,,,,,,,,,,,,TN,Wilson,Wilson Co,,,,,,,,,,,,,,,TN,Wilson,Wilson Co,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Brazos,College Station,1/31/05,,"$1,387",$556,,$550,$281,,$556,,,,,,,TX,Brazos,College Station,,$474,$452,,$16,$6,,$452,,,,,,,TX,Brazos,College Station,,$133,,,$88,$45,,,,,,,,,TX,Brazos,College Station,,$133,,,$88,$45,,,,,,,,,TX,Brazos,College Station,,$133,,,$88,$45,,,,,,,,,
TX,Collin,Allen,1/30/05,,"$2,186",$599,$599,"$1,114",$473,,,,,,,,,TX,Collin,Allen,,"$1,098",$759,$759,$260,$79,,,,,,,,,TX,Collin,Allen,,"$2,363","$2,109","$2,109",$178,$76,,,,,,,,,TX,Collin,Allen,,$859,$605,$605,$178,$76,,,,,,,,,TX,Collin,Allen,,$914,$660,$660,$178,$76,,,,,,,,,
TX,Collin,McKinney,1/26/05,,"$2,101","$1,151","$1,151",$425,$525,,,,,,,,,TX,Collin,McKinney,,$758,$594,$594,$87,$77,,,,,,,,,TX,Collin,McKinney,,"$4,253","$4,101","$2,513",$68,$84,,,,$316,,"$1,272",,,TX,Collin,McKinney,,"$1,441","$1,289","$1,289",$68,$84,,,,,,,,,TX,Collin,McKinney,,$463,$311,$311,$68,$84,,,,,,,,,
TX,Denton,Denton,1/31/05,,"$4,592",,,"$3,155","$1,437",,,,,,,,,TX,Denton,Denton,,$976,,,$736,$240,,,,,,,,,TX,Denton,Denton,,"$1,033",,,$710,$323,,,,,,,,,TX,Denton,Denton,,"$1,033",,,$710,$323,,,,,,,,,TX,Denton,Denton,,"$1,033",,,$710,$323,,,,,,,,,
TX,Tarrant,Arlington,1/25/05,,"$2,256","$1,396",$670,$480,$380,,$726,,,,,,,TX,Tarrant,Arlington,,"$1,555","$1,396",$670,$107,$52,,$726,,,,,,,TX,Tarrant,Arlington,,"$1,590","$1,393","$1,393",$108,$89,,,,,,,,,TX,Tarrant,Arlington,,"$1,450","$1,253","$1,253",$108,$89,,,,,,,,,TX,Tarrant,Arlington,,$670,$473,$473,$108,$89,,,,,,,,,
TX,Tarrant,Colleyville,1/25/05,,"$3,988","$1,962","$1,962","$1,886",$140,,,,,,,,,TX,Tarrant,Colleyville,,"$1,635","$1,230","$1,230",$385,$20,,,,,,,,,TX,Tarrant,Colleyville,,"$1,021",$697,$697,$302,$22,,,,,,,,,TX,Tarrant,Colleyville,,"$1,039",$715,$715,$302,$22,,,,,,,,,TX,Tarrant,Colleyville,,"$1,617","$1,293","$1,293",$302,$22,,,,,,,,,
TX,Tarrant,Ft. Worth,1/30/05,,$616,,,$431,$185,,,,,,,,,TX,Tarrant,Ft. Worth,,$131,,,$100,$31,,,,,,,,,TX,Tarrant,Ft. Worth,,$107,,,$75,$32,,,,,,,,,TX,Tarrant,Ft. Worth,,$107,,,$75,$32,,,,,,,,,TX,Tarrant,Ft. Worth,,$107,,,$75,$32,,,,,,,,,
TX,Tarrant,Watauga,1/30/05,,"$1,796","$1,180",,$431,$185,"$1,180",,,,,,,,TX,Tarrant,Watauga,,$685,$554,,$100,$31,$554,,,,,,,,TX,Tarrant,Watauga,,"$1,712","$1,605",,$75,$32,"$1,605",,,,,,,,TX,Tarrant,Watauga,,"$1,070",$963,,$75,$32,$963,,,,,,,,TX,Tarrant,Watauga,,"$1,444","$1,337",,$75,$32,"$1,337",,,,,,,,
TX,Williamson,Georgetown,1/30/05,,"$1,425",,,$825,$600,,,,,,,,,TX,Williamson,Georgetown,,"$1,039",,,$684,$355,,,,,,,,,TX,Williamson,Georgetown,,$258,,,$141,$117,,,,,,,,,TX,Williamson,Georgetown,,$258,,,$141,$117,,,,,,,,,TX,Williamson,Georgetown,,$258,,,$141,$117,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Single-Family (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail (100,000 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office (100,000 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial (100,000 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,
UT,Salt Lake,Draper,2/6/05,,"$8,840","$7,427","$1,749","$1,413",,"$1,161","$3,990",,$310,$218,,,,UT,Salt Lake,Draper,,"$6,084","$5,002","$1,202","$1,082",,"$1,161","$2,463",,$107,$70,,,,UT,Salt Lake,Draper,,"$7,119","$6,907","$5,859",$212,,$371,,,$410,$267,,,,UT,Salt Lake,Draper,,"$3,329","$3,117","$2,331",$212,,$137,,,$542,$107,,,,UT,Salt Lake,Draper,,"$1,796","$1,584","$1,275",$212,,$228,,,$43,$38,,,,
UT,Salt Lake,Sandy City,1/26/05,,"$2,926","$1,740",,"$1,186",,$905,$835,,,,,,,UT,Salt Lake,Sandy City,,$868,$768,,$100,,$301,$467,,,,,,,UT,Salt Lake,Sandy City,,$786,$656,,$130,,$553,$103,,,,,,,UT,Salt Lake,Sandy City,,$519,$389,,$130,,$332,$57,,,,,,,UT,Salt Lake,Sandy City,,$707,$577,,$130,,$553,$24,,,,,,,
UT,Salt Lake,West Jordan City,1/26/05,,"$8,933","$4,049","$1,034","$2,843","$2,041","$1,287","$1,422",,$215,$91,,,,UT,Salt Lake,West Jordan City,,"$6,529","$2,638",$833,"$2,265","$1,626",$429,"$1,133",,$171,$72,,,,UT,Salt Lake,West Jordan City,,"$3,908","$3,298","$2,250",$355,$255,$788,,,$120,$140,,,,UT,Salt Lake,West Jordan City,,"$2,183","$1,573",$860,$355,$255,$473,,,$170,$70,,,,UT,Salt Lake,West Jordan City,,"$1,998","$1,388",$450,$355,$255,$788,,,$110,$40,,,,
UT,Salt Lake,West Valley City,6/21/04,,"$1,424","$1,424",$467,,,$302,$595,,$33,$27,,,,UT,Salt Lake,West Valley City,,$797,$797,$292,,,$101,$367,,$20,$17,,,,UT,Salt Lake,West Valley City,,"$1,606","$1,606","$1,284",,,$185,,,$75,$62,,,,UT,Salt Lake,West Valley City,,"$1,223","$1,223","$1,025",,,$111,,,$48,$39,,,,UT,Salt Lake,West Valley City,,$683,$683,$449,,,$185,,,$27,$22,,,,
UT,Tooele,Tooele,2/6/05,,"$8,310","$3,990","$1,515","$4,320",,,"$2,125",,,$350,,,,UT,Tooele,Tooele,,"$3,513","$1,456",,"$1,523",$534,,"$1,250",,,$206,,,,UT,Tooele,Tooele,,$798,$320,,$354,$124,,,,,$320,,,,UT,Tooele,Tooele,,$798,$320,,$354,$124,,,,,$320,,,,UT,Tooele,Tooele,,$798,$320,,$354,$124,,,,,$320,,,,
UT,Utah,Provo,2/6/05,,"$5,171","$1,365",$532,"$2,784","$1,022",,$833,,,,,,,UT,Utah,Provo,,"$1,371","$1,043",$399,$260,$68,,$644,,,,,,,UT,Utah,Provo,,$935,$429,$429,$445,$61,,,,,,,,,UT,Utah,Provo,,"$1,384",$878,$878,$445,$61,,,,,,,,,UT,Utah,Provo,,$709,$203,$203,$445,$61,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Louden,Leesburg,1/30/05,,"$10,492",,,"$4,102","$6,390",,,,,,,,,VA,Louden,Leesburg,,"$8,411",,,"$3,284","$5,127",,,,,,,,,VA,Louden,Leesburg,,,,,varies,varies,,,,,,,,,VA,Louden,Leesburg,,,,,varies,varies,,,,,,,,,VA,Louden,Leesburg,,,,,varies,varies,,,,,,,,,
VA,Stafford,Stafford Co,1/26/05,,"$8,703","$1,603","$1,603","$3,600","$3,500",,,,,,,,,VA,Stafford,Stafford Co,,"$1,395","$1,395","$1,395",,,,,,,,,,,VA,Stafford,Stafford Co,,"$2,036","$2,036","$2,036",,,,,,,,,,,VA,Stafford,Stafford Co,,"$2,606","$2,606","$2,606",,,,,,,,,,,VA,Stafford,Stafford Co,,"$1,510","$1,510","$1,510",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Chittenden,Burlington,1/26/05,,"$4,252","$4,252",$322,,,,"$1,196",$744,$368,$72,,"$1,550",,VT,Chittenden,Burlington,,"$2,133","$2,133",$161,,,,$615,$382,$184,$36,,$755,,VT,Chittenden,Burlington,,"$1,408","$1,408",$609,,,,$346,,$163,$290,,,,VT,Chittenden,Burlington,,"$1,360","$1,360",$560,,,,$347,,$163,$290,,,,VT,Chittenden,Burlington,,"$1,021","$1,021",$219,,,,$349,,$163,$290,,,,
VT,Chittendon,Williston,1/26/05,,"$8,012","$8,012",$300,,,,$816,,,,,"$6,896",,VT,Chittendon,Williston,,"$3,228","$3,228",$300,,,,$649,,,,,"$2,278",,VT,Chittendon,Williston,,"$1,041","$1,041","$1,041",,,,,,,,,,,VT,Chittendon,Williston,,$447,$447,$447,,,,,,,,,,,VT,Chittendon,Williston,,$294,$294,$294,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,King,King Co,1/25/05,,"$5,087","$5,087","$1,715",,,,,,,,,"$3,372",,WA,King,King Co,,"$2,215","$2,215",$950,,,,,,,,,"$1,265",,WA,King,King Co,,,,varies,,,,,,,,,,,WA,King,King Co,,,,varies,,,,,,,,,,,WA,King,King Co,,,,varies,,,,,,,,,,,
WA,King,Bothell,1/30/05,,"$6,653","$3,438","$2,093","$1,875","$1,340",,"$1,345",,,,,,,WA,King,Bothell,,"$2,694","$2,033","$1,271",$438,$223,,$762,,,,,,,WA,King,Bothell,,"$3,814","$3,300","$3,300",$300,$214,,,,,,,,,WA,King,Bothell,,"$4,994","$4,480","$4,480",$300,$214,,,,,,,,,WA,King,Bothell,,"$3,474","$2,960","$2,960",$300,$214,,,,,,,,,
WA,King,Kirkland,1/25/05,,"$5,047","$1,578",$966,"$1,758","$1,711",,$612,,,,,,,WA,King,Kirkland,,"$1,364","$1,016",$586,$234,$114,,$430,,,,,,,WA,King,Kirkland,,"$2,075","$1,520","$1,520",$281,$274,,,,,,,,,WA,King,Kirkland,,"$2,625","$2,070","$2,070",$281,$274,,,,,,,,,WA,King,Kirkland,,"$1,925","$1,370","$1,370",$281,$274,,,,,,,,,
WA,Kitsap,Kitsap Co,1/26/05,,"$1,975","$1,975",$521,,,,$491,,,,,$963,,WA,Kitsap,Kitsap Co,,"$1,135","$1,135",$341,,,,$239,,,,,$555,,WA,Kitsap,Kitsap Co,,$740,$740,$740,,,,,,,,,,,WA,Kitsap,Kitsap Co,,$350,$350,$350,,,,,,,,,,,WA,Kitsap,Kitsap Co,,$180,$180,$180,,,,,,,,,,,
WA,Pierce,Pierce Co,1/26/05,,"$2,440","$2,440",,,,,$300,,,,,"$2,140",,WA,Pierce,Pierce Co,,"$1,280","$1,280",,,,,$150,,,,,"$1,130",,WA,Pierce,Pierce Co,,,,,,,,,,,,,,,WA,Pierce,Pierce Co,,,,,,,,,,,,,,,WA,Pierce,Pierce Co,,,,,,,,,,,,,,,
WA,Skagit,Burlington,6/17/04,,"$6,187","$3,579",$269,,"$2,608",$270,$500,,$150,,,"$2,390",,WA,Skagit,Burlington,,"$5,793","$3,707",$99,,"$2,086",$225,$500,,$254,,,"$2,629",,WA,Skagit,Burlington,,"$1,970","$1,450",$598,,$520,$225,$400,,$227,,,,,WA,Skagit,Burlington,,"$1,610","$1,090",$238,,$520,$225,$400,,$227,,,,,WA,Skagit,Burlington,,"$1,529","$1,009",$157,,$520,$225,$400,,$227,,,,,
WA,Snohomish,Snohomish Co,1/26/05,,"$5,433","$5,433","$2,171",,,,$954,,,,,"$2,308",,WA,Snohomish,Snohomish Co,,"$4,244","$4,244","$1,504",,,,$713,,,,,"$2,027",,WA,Snohomish,Snohomish Co,,"$8,269","$8,269","$8,269",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$2,121","$2,121","$2,121",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$1,343","$1,343","$1,343",,,,,,,,,,,
WA,Thurston,Tumwater,4/22/04,,"$4,798","$4,798","$1,083",,,,$564,,$203,,,"$2,949",,WA,Thurston,Tumwater,,"$3,050","$3,050",$703,,,,$372,,$101,,,"$1,874",,WA,Thurston,Tumwater,,"$1,811","$1,811","$1,710",,,,,,$101,,,,,WA,Thurston,Tumwater,,"$2,421","$2,421","$2,320",,,,,,$101,,,,,WA,Thurston,Tumwater,,"$1,631","$1,631","$1,530",,,,,,$101,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Jefferson,Jefferson Co,1/30/05,,"$7,242","$7,242",,,,,,,,$120,,"$7,122",,WV,Jefferson,Jefferson Co,,"$4,130","$4,130",,,,,,,,$90,,"$4,040",,WV,Jefferson,Jefferson Co,,$172,$172,,,,,,,,,$172,,,WV,Jefferson,Jefferson Co,,$58,$58,,,,,,,,$58,,,,WV,Jefferson,Jefferson Co,,$30,$30,,,,,,,,$30,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,Dane,Fitchburg,1/26/05,,"$3,460","$2,909",,,$551,,"$2,409",,$500,,,,,WI,Dane,Fitchburg,,"$2,724","$2,573",,,$151,,"$2,073",,$500,,,,,WI,Dane,Fitchburg,,$320,$80,,,$240,,,,$80,,,,,WI,Dane,Fitchburg,,$240,$80,,,$160,,,,$80,,,,,WI,Dane,Fitchburg,,$320,,,,$240,,,,$80,,,,,
WI,Jefferson,Oconomowoc,1/30/05,,"$4,065","$1,123",,$984,"$1,958",,"$1,123",,,,,,,WI,Jefferson,Oconomowoc,,"$1,679","$1,123",,$230,$326,,"$1,123",,,,,,,WI,Jefferson,Oconomowoc,,$470,,,$157,$313,,,,,,,,,WI,Jefferson,Oconomowoc,,$470,,,$157,$313,,,,,,,,,WI,Jefferson,Oconomowoc,,$470,,,$157,$313,,,,,,,,,
WI,Ozaukee,Cedarburg,1/26/05,,"$3,721","$3,261",,,$460,,"$2,297",$618,,$346,,,,WI,Ozaukee,Cedarburg,,"$2,227","$1,973",,,$255,,"$1,448",$362,,$163,,,,WI,Ozaukee,Cedarburg,,$237,$163,,,$74,,,,,$163,,,,WI,Ozaukee,Cedarburg,,$237,$163,,,$74,,,,,$163,,,,WI,Ozaukee,Cedarburg,,$237,$163,,,$74,,,,,$163,,,,
