State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,
DE,New Castle,New Castle Co,1/17/05,,"$8,895",$731,,,"$8,164",,$328,$138,$91,$62,$112,,,DE,New Castle,New Castle Co,,"$5,792",$529,,,"$5,263",,$225,$95,$89,$43,$77,,,DE,New Castle,New Castle Co,,"$1,779",$473,,,"$1,306",,,,$345,$33,$95,,,DE,New Castle,New Castle Co,,"$1,583",$277,,,"$1,306",,,,$121,$14,$142,,,DE,New Castle,New Castle Co,,"$1,469",$163,,,"$1,306",,,,$68,$7,$88,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Brevard,Brevard Co,1/17/05,,"$6,205","$6,205","$1,371",,,,,$64,$93,,,"$4,445",$232,FL,Brevard,Brevard Co,,"$3,941","$3,941",$843,,,,,$38,$83,,,"$2,794",$183,FL,Brevard,Brevard Co,,"$2,027","$2,027","$1,660",,,,,,$207,,,,$160,FL,Brevard,Brevard Co,,"$1,671","$1,671","$1,593",,,,,,$44,,,,$34,FL,Brevard,Brevard Co,,"$1,671","$1,671","$1,593",,,,,,$44,,,,$34,
FL,Brevard,Cocoa,7/15/04,,"$8,788","$5,888","$1,371","$1,650","$1,250",,,,,,,"$4,445",$72,FL,Brevard,Cocoa,,"$6,717","$3,817",$816,"$1,650","$1,250",,,$63,$81,,,"$2,794",$63,FL,Brevard,Cocoa,,"$2,027","$2,027","$1,660",,,,,,$207,,,,$160,FL,Brevard,Cocoa,,"$1,671","$1,671","$1,593",,,,,,$44,,,,$34,FL,Brevard,Cocoa,,"$1,627","$1,627","$1,593",,,,,,,,,,$34,
FL,Brevard,Palm Bay,3/17/04,,"$4,748","$4,748",,,,,$149,,$62,$20,,"$4,445",$72,FL,Brevard,Palm Bay,,"$3,015","$3,015",,,,,$102,,$43,$14,,"$2,794",$63,FL,Brevard,Palm Bay,,$302,$302,,,,,,,$107,$34,,,$160,FL,Brevard,Palm Bay,,$127,$127,,,,,,,$71,$23,,,$34,FL,Brevard,Palm Bay,,$117,$117,,,,,,,$73,$10,,,$34,
FL,Brevard,Rockledge,,,"$5,845","$5,845","$1,328",,,,,,,,,"$4,445",$72,FL,Brevard,Rockledge,,"$3,700","$3,700",$843,,,,,,,,,"$2,794",$63,FL,Brevard,Rockledge,,"$1,820","$1,820","$1,660",,,,,,,,,,$160,FL,Brevard,Rockledge,,"$1,577","$1,577","$1,543",,,,,,,,,,$34,FL,Brevard,Rockledge,,"$1,627","$1,627","$1,593",,,,,,,,,,$34,
FL,Broward,Broward Co,1/17/05,,"$2,825","$2,825",$257,,,,$395,,,,,"$1,747",$426,FL,Broward,Broward Co,,"$2,140","$2,140",$155,,,,$275,,,,,"$1,456",$254,FL,Broward,Broward Co,,"$2,612","$2,612","$1,570",,,,,,,,,,"$1,042",FL,Broward,Broward Co,,"$1,126","$1,126",$518,,,,,,,,,,$608,FL,Broward,Broward Co,,$556,$556,$227,,,,,,,,,,$329,
FL,Citrus,Citrus Co,1/17/05,,"$3,131","$3,131","$1,430",,,,$435,$121,$156,$150,$203,$636,,FL,Citrus,Citrus Co,,"$1,789","$1,789",$742,,,,$360,$100,$129,$112,$181,$165,,FL,Citrus,Citrus Co,,"$3,132","$3,132","$1,572",,,,,,$524,$414,$622,,,FL,Citrus,Citrus Co,,"$3,494","$3,494","$2,574",,,,,,$309,$244,$367,,,FL,Citrus,Citrus Co,,"$2,143","$2,143","$1,553",,,,,,$199,$156,$235,,,
FL,Clay,Clay Co,1/30/05,,"$2,000","$2,000",,,,,,,,,,"$2,000",,FL,Clay,Clay Co,,$920,$920,,,,,,,,,,$920,,FL,Clay,Clay Co,,,,,,,,,,,,,,,FL,Clay,Clay Co,,,,,,,,,,,,,,,FL,Clay,Clay Co,,,,,,,,,,,,,,,
,,,,"Single-Family (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail (100,000 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office (100,000 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial (100,000 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,
FL,Collier,Collier Co,1/19/05,,"$15,502","$9,982","$5,592","$2,570","$2,950",,"$1,603",$238,$300,$118,$239,"$1,778",$114,FL,Collier,Collier Co,,"$8,607","$6,767","$4,145",$860,$980,,"$1,095",$214,$150,$118,$120,$827,$98,FL,Collier,Collier Co,,"$12,674","$11,791","$9,021",$411,$472,,,,$300,"$1,092","$1,176",,$202,FL,Collier,Collier Co,,"$10,991","$10,108","$7,739",$411,$472,,,,$300,"$1,326",$687,,$56,FL,Collier,Collier Co,,"$7,169","$6,286","$5,233",$411,$472,,,,$300,$312,$395,,$46,
FL,Dade,Miami/Dade Co,1/19/05,,"$5,173","$5,173","$1,275",,,,"$1,173",,$177,$101,,"$2,448",,FL,Dade,Miami/Dade Co,,"$3,447","$3,447",$960,,,,$669,,$187,$101,,"$1,530",,FL,Dade,Miami/Dade Co,,"$1,429","$1,429",$991,,,,,,$291,$147,,,,FL,Dade,Miami/Dade Co,,"$2,540","$2,540","$2,154",,,,,,$239,$147,,,,FL,Dade,Miami/Dade Co,,"$1,383","$1,383","$1,070",,,,,,$166,$147,,,,
FL,Flagler,Flagler Co,1/19/05,,"$5,307","$5,307","$1,438",,,,$269,,,,,"$3,600",,FL,Flagler,Flagler Co,,"$2,725","$2,725","$1,400",,,,$269,,,,,"$1,056",,FL,Flagler,Flagler Co,,"$1,997","$1,997","$1,997",,,,,,,,,,,FL,Flagler,Flagler Co,,"$1,500","$1,500","$1,500",,,,,,,,,,,FL,Flagler,Flagler Co,,$794,$794,$794,,,,,,,,,,,
FL,Flagler,Palm Coast,7/19/04,,"$5,823","$5,823","$1,438",,,,$615,,$169,,,"$3,600",,FL,Flagler,Palm Coast,,"$1,997","$1,997",$941,,,,,,,,,"$1,056",,FL,Flagler,Palm Coast,,"$1,808","$1,808","$1,808",,,,,,,,,,,FL,Flagler,Palm Coast,,"$1,009","$1,009","$1,009",,,,,,,,,,,FL,Flagler,Palm Coast,,$534,$534,$534,,,,,,,,,,,
FL,Hernando,Hernando Co,1/19/05,,"$4,894","$4,894","$1,845",,,,$113,$95,$112,$131,$192,"$2,406",,FL,Hernando,Hernando Co,,"$3,624","$3,624","$1,270",,,,$87,$73,$86,$101,$149,"$1,858",,FL,Hernando,Hernando Co,,"$3,395","$3,395","$2,752",,,,,,$173,$190,$280,,,FL,Hernando,Hernando Co,,"$1,637","$1,637","$1,305",,,,,,$90,$98,$144,,,FL,Hernando,Hernando Co,,"$1,101","$1,101",$935,,,,,,$45,$49,$72,,,
FL,Hillsborough,Hillsborough Co,1/20/05,,"$5,624","$2,074","$1,475","$1,650","$1,900",,$354,,$49,,,$196,,FL,Hillsborough,Hillsborough Co,,"$3,489","$1,334","$1,022",$825,"$1,330",,$230,,$49,,,$33,,FL,Hillsborough,Hillsborough Co,,"$3,942","$3,374","$3,352",$264,$304,,,,$22,,,,,FL,Hillsborough,Hillsborough Co,,"$2,502","$1,934","$1,893",$264,$304,,,,$41,,,,,FL,Hillsborough,Hillsborough Co,,"$1,571","$1,003",$994,$264,$304,,,,$9,,,,,
FL,Hillsborough,Tampa,1/30/05,,"$1,777","$1,777","$1,581",,,,,,,,,$196,,FL,Hillsborough,Tampa,,$849,$849,$816,,,,,,,,,$33,,FL,Hillsborough,Tampa,,"$3,797","$3,797","$3,797",,,,,,,,,,,FL,Hillsborough,Tampa,,"$3,425","$3,425","$3,425",,,,,,,,,,,FL,Hillsborough,Tampa,,"$1,359","$1,359","$1,359",,,,,,,,,,,
FL,Indian River,Indian River Co,1/30/05,,"$4,284","$4,284","$4,284",,,,,,,,,,,FL,Indian River,Indian River Co,,"$2,341","$2,341","$2,341",,,,,,,,,,,FL,Indian River,Indian River Co,,"$6,434","$6,434","$6,434",,,,,,,,,,,FL,Indian River,Indian River Co,,"$4,386","$4,386","$4,386",,,,,,,,,,,FL,Indian River,Indian River Co,,"$2,304","$2,304","$2,304",,,,,,,,,,,
FL,Lake,Lake Co,1/20/05,,"$9,848","$9,848","$2,189",,,,$222,$191,$246,,,"$7,000",,FL,Lake,Lake Co,,"$4,000","$4,000","$1,408",,,,$171,$146,$154,,,"$2,121",,FL,Lake,Lake Co,,"$2,999","$2,999","$2,177",,,,,,$822,,,,,FL,Lake,Lake Co,,"$3,705","$3,705","$2,883",,,,,,$822,,,,,FL,Lake,Lake Co,,"$2,223","$2,223","$2,157",,,,,,$66,,,,,
FL,Lake,Eustis,6/16/04,,"$11,070","$7,278",,"$2,244","$1,548",,$87,$73,$67,$51,,"$7,000",,FL,Lake,Eustis,,"$2,837","$2,398",,$294,$145,,$81,$71,$67,$58,,"$2,121",,FL,Lake,Eustis,,$352,$120,,$137,$94,,,,varies,$120,,,,FL,Lake,Eustis,,$288,$57,,$137,$94,,,,varies,$57,,,,FL,Lake,Eustis,,$252,$20,,$137,$94,,,,varies,$20,,,,
FL,Lee,Lee Co,1/30/05,,"$6,812","$6,812","$2,971",,,,"$1,116",,$493,,,"$2,232",,FL,Lee,Lee Co,,"$3,834","$3,834","$2,059",,,,$826,,$258,,,$691,,FL,Lee,Lee Co,,"$5,598","$5,598","$5,063",,,,,,$535,,,,,FL,Lee,Lee Co,,"$2,911","$2,911","$2,336",,,,,,$575,,,,,FL,Lee,Lee Co,,"$2,237","$2,237","$2,050",,,,,,$187,,,,,
FL,Lee,Cape Coral,1/30/05,,"$7,598","$5,162","$1,499",$864,"$1,572",,"$1,115",,$316,,,"$2,232",,FL,Lee,Cape Coral,,"$5,059","$3,255","$1,133",$641,"$1,163",,"$1,115",,$316,,,$691,,FL,Lee,Cape Coral,,"$2,581","$2,192","$2,008",$138,$251,,,,$184,,,,,FL,Lee,Cape Coral,,"$1,821","$1,432","$1,248",$138,$251,,,,$184,,,,,FL,Lee,Cape Coral,,"$1,648","$1,259","$1,075",$138,$251,,,,$184,,,,,
FL,Lee,Ft. Myers,1/30/05,,"$9,576","$5,587","$2,971","$2,023","$1,966",,,,$384,,,"$2,232",,FL,Lee,Ft. Myers,,"$6,414","$2,995","$2,059","$1,734","$1,685",,,,$245,,,$691,,FL,Lee,Ft. Myers,,"$6,238","$5,563","$5,063",$347,$328,,,,$500,,,,,FL,Lee,Ft. Myers,,"$3,581","$2,906","$2,336",$347,$328,,,,$570,,,,,FL,Lee,Ft. Myers,,"$2,835","$2,160","$2,050",$347,$328,,,,$110,,,,,
FL,Manatee,Manatee Co,1/20/05,,"$6,607","$6,607","$2,439",,,,$457,,$28,$205,$78,"$3,400",,FL,Manatee,Manatee Co,,"$4,392","$4,392","$1,605",,,,$289,,$17,$130,$51,"$2,300",,FL,Manatee,Manatee Co,,"$5,040","$5,040","$4,452",,,,,,$11,$453,$123,,,FL,Manatee,Manatee Co,,"$1,440","$1,440","$1,330",,,,,,,$110,,,,FL,Manatee,Manatee Co,,$550,$550,$520,,,,,,,$30,,,,
FL,Marion,Marion Co,1/30/05,,"$2,349","$2,349","$2,212",,,,,,$137,,,,,FL,Marion,Marion Co,,"$1,116","$1,116","$1,001",,,,,,$115,,,,,FL,Marion,Marion Co,,"$4,155","$4,155","$3,892",,,,,,$263,,,,,FL,Marion,Marion Co,,"$3,588","$3,588","$3,488",,,,,,$100,,,,,FL,Marion,Marion Co,,"$1,617","$1,617","$1,560",,,,,,$57,,,,,
FL,Martin,Martin Co,1/20/05,,"$5,706","$5,706","$2,150",,,,"$1,296",$280,$103,$136,$274,"$1,467",,FL,Martin,Martin Co,,"$4,973","$4,973","$2,026",,,,"$1,247",$269,$99,$131,$263,$938,,FL,Martin,Martin Co,,"$3,467","$3,467","$3,227",,,,,,$240,,,,,FL,Martin,Martin Co,,"$2,385","$2,385","$1,850",,,,,,$70,$93,$372,,,FL,Martin,Martin Co,,"$1,281","$1,281",$972,,,,,,$41,$54,$214,,,
FL,Monroe,Monroe Co,1/20/05,,"$2,096","$2,096","$1,610",,,,$128,$190,,$102,,,$65,FL,Monroe,Monroe Co,,"$1,873","$1,873","$1,415",,,,$128,$190,,$85,,,$54,FL,Monroe,Monroe Co,,"$2,333","$2,333","$1,874",,,,,,,$137,,,$323,FL,Monroe,Monroe Co,,"$2,023","$2,023","$1,822",,,,,,,$137,,,$65,FL,Monroe,Monroe Co,,$731,$731,$594,,,,,,$137,,,,,
FL,Orange,Orange Co.,1/20/05,,"$5,734","$5,734","$2,687",,,,,,$149,$70,,"$2,828",,FL,Orange,Orange Co.,,"$4,092","$4,092","$1,876",,,,,,$127,$182,,"$1,907",,FL,Orange,Orange Co.,,"$9,854","$9,854","$9,433",,,,,,$178,$243,,,,FL,Orange,Orange Co.,,"$5,129","$5,129","$4,882",,,,,,$230,$17,,,,FL,Orange,Orange Co.,,"$2,481","$2,481","$2,346",,,,,,$43,$92,,,,
FL,Orange,Apopka,1/20/05,,"$9,596","$4,172","$1,103","$2,100","$3,324",,$241,,,,,"$2,828",,FL,Orange,Apopka,,"$3,861","$2,817",$669,$490,$554,,$241,,,,,"$1,907",,FL,Orange,Apopka,,"$3,882","$3,014","$3,014",$336,$532,,,,,,,,,FL,Orange,Apopka,,"$2,541","$1,673","$1,673",$336,$532,,,,,,,,,FL,Orange,Apopka,,"$1,808",$940,$940,$336,$532,,,,,,,,,
FL,Orange,Maitland,6/14/04,,"$7,953","$4,163","$1,315",$900,"$2,890",,,,$0,,,"$2,828",$20,FL,Orange,Maitland,,"$3,509","$2,817",$794,$210,$482,,,,$106,,,"$1,907",$10,FL,Orange,Maitland,,"$3,033","$2,427","$2,267",$144,$462,,,,$150,,,,$10,FL,Orange,Maitland,,"$2,144","$1,538","$1,378",$144,$462,,,,$150,,,,$10,FL,Orange,Maitland,,"$1,605",$999,$839,$144,$462,,,,$150,,,,$10,
FL,Orange,Oakland,1/20/05,,"$6,063","$5,263","$1,500",$700,$100,,$350,,$100,$150,,"$2,828",$335,FL,Orange,Oakland,,"$5,142","$4,342","$1,500",$700,$100,,$350,,$100,$150,,"$1,907",$335,FL,Orange,Oakland,,"$8,890","$8,490","$7,370",$350,$50,,,,$110,$110,,,$900,FL,Orange,Oakland,,"$3,690","$3,370","$2,250",$280,$40,,,,$110,$110,,,$900,FL,Orange,Oakland,,"$2,640","$2,320","$1,200",$280,$40,,,,$110,$110,,,$900,
FL,Orange,Ocoee,1/20/05,,"$9,561","$5,730","$1,866",$966,"$2,865",,$500,,$364,$172,,"$2,828",,FL,Orange,Ocoee,,"$7,159","$3,968","$1,293",$805,"$2,387",,$500,,$182,$86,,"$1,907",,FL,Orange,Ocoee,,"$5,182","$3,266","$2,885",$483,"$1,433",,,,$284,$97,,,,FL,Orange,Ocoee,,"$4,221","$2,689","$2,308",$386,"$1,146",,,,$284,$97,,,,FL,Orange,Ocoee,,"$3,478","$1,946","$1,565",$386,"$1,146",,,,$284,$97,,,,
FL,Orange,Orlando,1/20/05,,"$6,903","$4,020","$1,192",,"$2,883",,,,,,,"$2,828",,FL,Orange,Orlando,,"$4,977","$2,714",$807,,"$2,263",,,,,,,"$1,907",,FL,Orange,Orlando,,"$3,231","$3,231","$3,231",,,,,,,,,,,FL,Orange,Orlando,,"$1,378","$1,378","$1,378",,,,,,,,,,,FL,Orange,Orlando,,$892,$892,$892,,,,,,,,,,,
FL,Orange,Winter Garden,1/20/05,,"$10,961","$7,616","$3,517","$1,310","$2,035",,$671,,$340,$260,,"$2,828",,FL,Orange,Winter Garden,,"$6,841","$4,055","$1,550","$1,091","$1,695",,$598,,,,,"$1,907",,FL,Orange,Winter Garden,,"$7,906","$7,237","$7,237",$262,$407,,,,,,,,,FL,Orange,Winter Garden,,"$5,136","$4,019","$4,019",$438,$680,,,,,,,,,FL,Orange,Winter Garden,,"$2,067","$1,732","$1,732",$131,$204,,,,,,,,,
FL,Osceola,Osceola Co,1/21/05,,"$13,857","$13,857","$4,149",,,,,,,,,"$9,708",,FL,Osceola,Osceola Co,,"$8,893","$8,893","$2,547",,,,,,,,,"$6,346",,FL,Osceola,Osceola Co,,"$10,140","$10,140","$10,140",,,,,,,,,,,FL,Osceola,Osceola Co,,"$5,510","$5,510","$5,510",,,,,,,,,,,FL,Osceola,Osceola Co,,"$3,622","$3,622","$3,622",,,,,,,,,,,
FL,Palm Beach,Palm Beach Co,1/21/05,,"$9,700","$9,700","$4,074",,,,"$1,451",$250,$483,$132,$139,"$3,171",,FL,Palm Beach,Palm Beach Co,,"$5,464","$5,464","$2,852",,,,"$1,062",$183,$240,$44,$102,$981,,FL,Palm Beach,Palm Beach Co,,"$5,742","$5,742","$5,286",,,,,,$225,$56,$175,,,FL,Palm Beach,Palm Beach Co,,"$2,042","$2,042","$1,712",,,,,,$185,$49,$96,,,FL,Palm Beach,Palm Beach Co,,"$1,083","$1,083",$899,,,,,,$139,$5,$40,,,
FL,Palm Beach,Palm Beach Gardens,1/21/05,,"$11,637","$11,637","$5,101",,,,"$2,495",$250,$345,$136,$139,"$3,171",,FL,Palm Beach,Palm Beach Gardens,,"$6,693","$6,693","$3,564",,,,"$1,714",$148,$137,$47,$102,$981,,FL,Palm Beach,Palm Beach Gardens,,"$7,321","$7,321","$6,515",,,,,,$420,$211,$175,,,FL,Palm Beach,Palm Beach Gardens,,"$2,739","$2,739","$2,096",,,,,,$371,$176,$96,,,FL,Palm Beach,Palm Beach Gardens,,"$1,360","$1,360","$1,135",,,,,,$95,$90,$40,,,
FL,Pasco,Pasco Co,1/21/05,,"$4,898","$4,898","$2,167",,,,$892,$145,,,,"$1,694",,FL,Pasco,Pasco Co,,"$3,207","$3,207","$1,761",,,,$627,$97,,,,$722,,FL,Pasco,Pasco Co,,"$2,130","$2,130","$2,130",,,,,,,,,,,FL,Pasco,Pasco Co,,"$1,450","$1,450","$1,450",,,,,,,,,,,FL,Pasco,Pasco Co,,$640,$640,$640,,,,,,,,,,,
FL,Pinellas,Pinellas Co,1/21/05,,"$2,275","$1,923","$1,923",$352,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,576","$1,400","$1,400",$176,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$3,314","$3,208","$3,208",$106,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$2,554","$2,448","$2,448",$106,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,357","$1,251","$1,251",$106,,,,,,,,,,
FL,Polk,Polk Co,1/21/05,,"$4,513","$4,513","$2,705",,,,,,$49,$152,,"$1,607",,FL,Polk,Polk Co,,"$2,849","$2,849","$1,863",,,,,,$25,$129,,$832,,FL,Polk,Polk Co,,"$4,598","$4,598","$4,598",,,,,,,,,,,FL,Polk,Polk Co,,"$2,172","$2,172","$2,172",,,,,,,,,,,FL,Polk,Polk Co,,$772,$772,$772,,,,,,,,,,,
FL,Polk,Lakeland,1/21/05,,"$5,984","$3,974","$1,559",$910,"$1,100",,$415,,$161,$232,,"$1,607",varies,FL,Polk,Lakeland,,"$6,500","$4,765","$2,610",$910,$825,,$896,,$123,$304,,$832,,FL,Polk,Lakeland,,"$5,284","$5,078","$4,319",$96,$110,,,,$248,$511,,,,FL,Polk,Lakeland,,"$5,618","$5,189","$4,811",$209,$220,,,,$224,$154,,,,FL,Polk,Lakeland,,"$1,119","$1,038",$840,$48,$33,,,,$134,$64,,,,
FL,St Johns,St. Johns Co,1/21/05,,"$2,630","$2,630","$1,115",,,,$467,,$91,$42,$186,$729,,FL,St Johns,St. Johns Co,,"$1,809","$1,809",$756,,,,$375,,$73,$34,$149,$422,,FL,St Johns,St. Johns Co,,"$1,951","$1,951","$1,206",,,,,,$194,$149,$402,,,FL,St Johns,St. Johns Co,,"$1,329","$1,329","$1,045",,,,,,$82,$32,$170,,,FL,St Johns,St. Johns Co,,$701,$701,$573,,,,,,$36,$17,$75,,,
FL,St Lucie,St. Lucie Co,1/21/05,,"$6,059","$6,059","$1,823",,,,$403,$161,$258,,$308,"$3,106",,FL,St Lucie,St. Lucie Co,,"$3,915","$3,915","$1,328",,,,$359,$144,$133,,$274,"$1,677",,FL,St Lucie,St. Lucie Co,,"$3,559","$3,559","$2,989",,,,,,$125,,$445,,,FL,St Lucie,St. Lucie Co,,"$1,571","$1,571","$1,114",,,,,,$112,,$345,,,FL,St Lucie,St. Lucie Co,,$980,$980,$807,,,,,,$94,,$79,,,
FL,Sarasota,Sarasota Co,1/24/05,,"$9,572","$5,210","$2,499","$2,720","$1,642",,$462,$217,,,,"$2,032",,FL,Sarasota,Sarasota Co,,"$4,030","$3,121","$2,144",$635,$274,,$342,$161,,,,$474,,FL,Sarasota,Sarasota Co,,"$10,213","$9,341","$9,341",$544,$328,,,,,,,,,FL,Sarasota,Sarasota Co,,"$4,409","$3,537","$3,537",$544,$328,,,,,,,,,FL,Sarasota,Sarasota Co,,"$3,376","$2,504","$2,504",$544,$328,,,,,,,,,
FL,Sarasota,North Port,1/30/05,,"$6,332","$4,192","$1,469",$860,"$1,280",,$290,$217,$119,$65,,"$2,032",,FL,Sarasota,North Port,,"$4,090","$2,307","$1,259",$716,"$1,066",,$229,$161,$119,$65,,$474,,FL,Sarasota,North Port,,"$5,845","$5,845","$5,475",,,,,,$275,$95,,,,FL,Sarasota,North Port,,"$3,143","$2,330","$2,079",$327,$486,,,,$187,$64,,,,FL,Sarasota,North Port,,"$1,618","$1,618","$1,468",,,,,,$112,$38,,,,
FL,Seminole,Seminole Co,1/24/05,,"$2,671","$2,671","$1,061",,,,,$54,$172,,,"$1,384",,FL,Seminole,Seminole Co,,"$1,574","$1,574",$709,,,,,$54,$172,,,$639,,FL,Seminole,Seminole Co,,"$2,901","$2,901","$2,741",,,,,,$160,,,,,FL,Seminole,Seminole Co,,"$2,009","$2,009","$1,937",,,,,,$72,,,,,FL,Seminole,Seminole Co,,$795,$795,$789,,,,,,$6,,,,,
FL,Seminole,Altamonte Springs,1/24/05,,"$2,651","$2,651",$607,,,,$211,$91,$172,$186,,"$1,384",,FL,Seminole,Altamonte Springs,,"$1,659","$1,659",$421,,,,$168,$91,$172,$168,,$639,,FL,Seminole,Altamonte Springs,,"$2,936","$2,936","$2,283",,,,,,$160,$493,,,,FL,Seminole,Altamonte Springs,,"$1,113","$1,113",$766,,,,,,$72,$275,,,,FL,Seminole,Altamonte Springs,,$537,$537,$442,,,,,,$6,$89,,,,
FL,Seminole,Winter Springs,1/30/05,,"$6,361","$3,644",$921,$518,"$2,199",,$944,,$176,$119,$100,"$1,384",,FL,Seminole,Winter Springs,,"$4,794","$2,517",$539,$444,"$1,833",,$944,,$176,$119,$100,$639,,FL,Seminole,Winter Springs,,"$2,922","$2,487","$1,767",$83,$352,,,,$326,$163,$231,,,FL,Seminole,Winter Springs,,"$3,248","$2,813","$2,093",$83,$352,,,,$326,$163,$231,,,FL,Seminole,Winter Springs,,"$2,070","$1,635",$915,$83,$352,,,,$326,$163,$231,,,
FL,Sumter,Sumter Co,1/24/05,,"$1,996","$1,996","$1,996",,,,,,,,,,,FL,Sumter,Sumter Co,,"$1,312","$1,312","$1,312",,,,,,,,,,,FL,Sumter,Sumter Co,,"$5,915","$5,915","$5,915",,,,,,,,,,,FL,Sumter,Sumter Co,,"$2,065","$2,065","$2,065",,,,,,,,,,,FL,Sumter,Sumter Co,,"$1,305","$1,305","$1,305",,,,,,,,,,,
FL,Volusia,Volusia Co,1/24/05,,"$3,847","$3,847","$1,920",,,,$529,,$260,,,"$1,139",,FL,Volusia,Volusia Co,,"$3,257","$3,257","$1,330",,,,$529,,$260,,,"$1,139",,FL,Volusia,Volusia Co,,"$2,696","$2,696","$2,560",,,,,,$136,,,,,FL,Volusia,Volusia Co,,"$2,056","$2,056","$1,920",,,,,,$136,,,,,FL,Volusia,Volusia Co,,"$1,156","$1,156","$1,020",,,,,,$136,,,,,
FL,Volusia,Daytona Beach,10/1/04,,"$4,416","$3,058","$1,920",$585,$773,,,,,,,"$1,139",,FL,Volusia,Daytona Beach,,"$3,827","$2,469","$1,330",$585,$773,,,,,,,"$1,139",,FL,Volusia,Daytona Beach,,"$3,016","$2,560","$2,560",$228,$228,,,,,,,,,FL,Volusia,Daytona Beach,,"$2,376","$1,920","$1,920",$228,$228,,,,,,,,,FL,Volusia,Daytona Beach,,"$1,476","$1,020","$1,020",$228,$228,,,,,,,,,
FL,Volusia,Deland,6/16/04,,"$3,374","$3,374","$1,920",,,,,,$93,$38,$185,"$1,139",,FL,Volusia,Deland,,"$2,716","$2,716","$1,330",,,,,,$36,$99,$112,"$1,139",,FL,Volusia,Deland,,"$3,313","$3,313","$2,560",,,,,,$100,$132,$521,,,FL,Volusia,Deland,,"$2,495","$2,495","$1,920",,,,,,$100,$132,$343,,,FL,Volusia,Deland,,"$1,358","$1,358","$1,020",,,,,,$104,$31,$203,,,
FL,Volusia,Deltona,8/24/04,,"$6,120","$3,194","$1,920","$1,146","$1,780",,,,$135,,,"$1,139",,FL,Volusia,Deltona,,"$4,809","$2,469","$1,330",$917,"$1,424",,,,,,,"$1,139",,FL,Volusia,Deltona,,"$4,011","$2,899","$2,560",$435,$676,,,,$339,,,,,FL,Volusia,Deltona,,"$3,371","$2,259","$1,920",$435,$676,,,,$339,,,,,FL,Volusia,Deltona,,"$2,471","$1,359","$1,020",$435,$676,,,,$339,,,,,
FL,Volusia,Edgewater,6/1/04,,"$7,588","$4,088","$1,920","$1,470","$2,030",,$575,,$314,$141,,"$1,139",,FL,Volusia,Edgewater,,"$6,607","$3,107","$1,330","$1,470","$2,030",,$408,,$136,$94,,"$1,139",,FL,Volusia,Edgewater,,"$3,120","$2,560","$2,560",$235,$325,,,,,,,,,FL,Volusia,Edgewater,,"$2,480","$1,920","$1,920",$235,$325,,,,,,,,,FL,Volusia,Edgewater,,"$1,580","$1,020","$1,020",$235,$325,,,,,,,,,
