State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other
CA,Sacramento,Elk Grove,9/12/08,,"$52,835","$33,131","$11,743","$11,004","$8,700","$9,960","$3,036",$398,"$1,618",$846,"$1,195",,"$4,335",CA,Sacramento,Elk Grove,,"$39,267","$22,138","$8,091","$11,004","$6,125","$6,666","$2,487",$264,"$1,107",$563,$799,,"$2,161",CA,Sacramento,Elk Grove,,"$22,960","$19,080","$13,880",$990,"$2,889","$1,395","$1,387",,"$1,308",$130,$180,,$800,CA,Sacramento,Elk Grove,,"$21,707","$18,415","$12,430",$990,"$2,302",1440,"$1,717",,"$1,308",$210,$310,,"$1,000",CA,Sacramento,Elk Grove,,"$14,064","$10,185","$6,310",$990,"$2,889",$935,"$1,752",,$418,$60,$70,,$640
CA,Sacramento,Sacramento,9/12/08,,"$30,787","$22,038","$4,310","$1,299","$7,450",,"$4,868",,,,,"$6,083","$6,777",CA,Sacramento,Sacramento,,"$20,388","$14,528","$3,510",$273,"$5,588",,"$2,868",,,,,"$3,041","$5,109",CA,Sacramento,Sacramento,,"$42,760","$41,308","$8,590",$260,"$1,192",,$340,,,,,$420,"$31,958",CA,Sacramento,Sacramento,,"$22,619","$21,167","$7,756",$260,"$1,192",,$470,,,,,$420,"$12,521",CA,Sacramento,Sacramento,,"$12,333","$10,882","$3,417",$260,"$1,192",,$150,,,,,$420,"$6,895"
CA,San Bernardino,Highland,9/12/08,,"$23,006","$23,006","$8,116",,,$732,"$2,268",$467,$443,$119,,,"$10,861",CA,San Bernardino,Highland,,"$7,251","$7,251","$5,411",,,$261,"$1,090",$99,$173,$34,$183,,,CA,San Bernardino,Highland,,"$16,684","$16,684","$8,149",,,$322,,,$138,$73,,,"$8,002",CA,San Bernardino,Highland,,"$16,684","$16,684","$8,149",,,$322,,,$138,$73,,,"$8,002",CA,San Bernardino,Highland,,"$11,722","$11,722","$5,101",,,$322,,,$38,$18,,,"$6,243"
CA,San Bernardino,Redlands,9/12/08,,"$15,662","$6,082","$1,838","$5,210","$4,370",$712,,"$1,032",$254,$655,"$1,591",,,CA,San Bernardino,Redlands,,"$11,235","$5,135","$1,299","$2,610","$3,490",$377,,"$1,032",$181,$655,"$1,591",,,CA,San Bernardino,Redlands,,"$15,371","$13,221","$8,321",,"$2,150",$678,,$711,$336,$616,"$2,560",,,CA,San Bernardino,Redlands,,"$8,837","$6,687","$2,133",,"$2,150",$330,,$711,$336,$616,"$2,560",,,CA,San Bernardino,Redlands,,"$8,454","$6,304","$1,351",,"$2,150",$762,,$711,$304,$616,"$2,560",,
CA,San Bernardino,Rialto,9/12/08,,"$16,926","$8,456","$2,511","$5,100","$3,370","$2,111","$2,709",$66,$390,$422,$247,,,CA,San Bernardino,Rialto,,"$10,057","$5,894","$1,546",$793,"$3,370",$532,"$2,116",$52,$413,$988,$247,,,CA,San Bernardino,Rialto,,"$7,686","$6,340","$5,140",$510,$836,$620,$140,,$240,$100,$100,,,CA,San Bernardino,Rialto,,"$6,351","$4,290","$3,090",$510,"$1,551",$620,$140,,$240,$100,$100,,,CA,San Bernardino,Rialto,,"$3,179","$2,530","$1,750",$510,$139,$550,$120,,$10,$20,$80,,
CA,San Diego,Carlsbad,9/12/08,,"$24,876","$15,948","$1,640","$7,881","$1,047",$660,"$6,208",,,,,,"$7,440",CA,San Diego,Carlsbad,,"$15,133","$13,644",$960,"$1,314",$175,$220,"$5,025",,,,,,"$7,440",CA,San Diego,Carlsbad,,"$3,704","$2,741","$2,680",$795,$168,$61,,,,,,,,CA,San Diego,Carlsbad,,"$2,163","$1,200","$1,139",$795,$168,$61,,,,,,,,CA,San Diego,Carlsbad,,"$1,560",$597,$536,$795,$168,$61,,,,,,,
CA,San Diego,Escondido,9/16/08,,"$29,901","$14,201","$2,850","$8,200","$7,500","$1,071","$4,129",,,,"$4,533",,"$1,618",CA,San Diego,Escondido,,"$18,620","$11,600","$2,510","$1,395","$5,625",$428,"$4,129",,,,"$4,533",,,CA,San Diego,Escondido,,"$10,033","$7,870","$5,040",$883,"$1,280",$700,,,,,"$2,130",,,CA,San Diego,Escondido,,"$5,833","$3,670",$840,$883,"$1,280",$700,,,,,"$2,130",,,CA,San Diego,Escondido,,"$4,239","$2,730",$420,$883,$626,$700,,,,,"$1,610",,
CA,San Diego,San Diego,9/16/08,,"$23,620","$12,620",,"$6,876","$4,124",,,,,,,,"$12,620",CA,San Diego,San Diego,,"$13,640","$6,310",,"$3,206","$4,124",,,,,,,,"$6,310",CA,San Diego,San Diego,,"$1,483",,,$823,$660,,,,,,,,,CA,San Diego,San Diego,,"$1,483",,,$823,$660,,,,,,,,,CA,San Diego,San Diego,,"$1,483",,,$823,$660,,,,,,,,
CA,San Joaquin,Lodi,9/16/08,,"$24,935","$18,153","$3,589","$1,262","$5,520","$4,614","$6,967",,$485,$496,"$2,003",,,CA,San Joaquin,Lodi,,"$21,862","$14,874","$3,649","$1,468","$5,520","$1,538","$6,341",,$698,$780,"$1,870",,,CA,San Joaquin,Lodi,,"$14,208","$12,830","$4,570",$494,$883,"$3,756","$1,365",,$798,"$1,250","$1,091",,,CA,San Joaquin,Lodi,,"$11,366","$10,187","$4,310",$297,$883,"$2,254","$1,382",,$438,$677,"$1,126",,,CA,San Joaquin,Lodi,,"$11,281","$10,197","$4,394",$201,$883,"$3,756",$981,,$190,$91,$785,,
CA,San Joaquin,Ripon,9/16/08,,"$56,631","$45,710","$8,994","$8,287","$2,634","$1,915","$12,888",$574,"$2,293","$3,200","$2,442","$5,660","$7,744",CA,San Joaquin,Ripon,,"$33,602","$26,430","$4,647","$5,525","$1,647",$764,"$8,056",$358,"$1,529","$2,000","$1,866","$2,830","$4,381",CA,San Joaquin,Ripon,,"$38,503","$32,836","$25,302","$2,533","$3,133","$2,000","$1,333",,"$1,299","$1,333",$797,$420,$352,CA,San Joaquin,Ripon,,"$16,318","$12,918","$7,247","$1,520","$1,880","$1,200",$800,,"$1,529",$800,$570,$420,$352,CA,San Joaquin,Ripon,,"$19,287","$12,287","$6,704","$2,533","$4,467","$2,400",$600,,$841,$600,$370,$420,$352
CA,San Luis Obispo,Paso Robles,9/16/08,,"$34,697","$20,431","$6,581","$9,119","$5,147",$899,"$5,806","$1,026",$786,$66,"$5,268",,,CA,San Luis Obispo,Paso Robles,,"$31,569","$19,668","$7,265","$7,230","$4,671",$868,"$5,161",$914,$699,$78,"$4,683",,,CA,San Luis Obispo,Paso Robles,,"$8,938","$2,818",$678,$973,"$5,147","$1,220",,,$490,$50,$380,,,CA,San Luis Obispo,Paso Robles,,"$7,028",$908,$678,$973,"$5,147",$150,,,$10,,$70,,,CA,San Luis Obispo,Paso Robles,,"$4,295","$4,295","$3,305",,,$810,,,$50,$20,$110,,
CA,San Luis Obispo,San Luis Obispo,9/16/08,,"$36,768","$15,631","$5,631","$15,919","$5,218",,,,,,,,"$10,000",CA,San Luis Obispo,San Luis Obispo,,"$25,798","$8,888","$3,888","$12,735","$4,175",,,,,,,,"$5,000",CA,San Luis Obispo,San Luis Obispo,,"$16,063","$13,085","$13,085","$2,229",$749,,,,,,,,,CA,San Luis Obispo,San Luis Obispo,,"$11,272","$8,294","$8,294","$2,229",$749,,,,,,,,,CA,San Luis Obispo,San Luis Obispo,,"$8,763","$5,785","$5,785","$2,229",$749,,,,,,,,
CA,Santa Barbara,Carpinteria,9/16/08,,"$24,861","$24,861","$5,370",,,"$2,429","$12,561",,$380,,"$1,046","$3,075",,CA,Santa Barbara,Carpinteria,,"$16,096","$16,096","$3,539",,,$864,"$9,498",,$380,,$791,"$1,025",,CA,Santa Barbara,Carpinteria,,"$30,444","$30,444","$26,620",,,"$1,785","$1,630",,$4,,$30,$330,$45,CA,Santa Barbara,Carpinteria,,"$29,730","$29,730","$26,620",,,"$1,071","$1,630",,$4,,$30,$330,$45,CA,Santa Barbara,Carpinteria,,"$16,044","$16,044","$12,670",,,"$1,785","$1,180",,$4,,$30,$330,$45
CA,Santa Barbara,Santa Maria,9/16/08,,"$27,407","$19,580","$9,436","$4,153","$3,674",,"$7,238",$962,$844,$764,$336,,,CA,Santa Barbara,Santa Maria,,"$18,117","$12,506","$5,216","$2,298","$3,313",,"$5,837",$481,$422,$382,$168,,,CA,Santa Barbara,Santa Maria,,"$11,691","$9,134","$8,330","$1,246","$1,311",,$26,$168,$60,$382,$168,,,CA,Santa Barbara,Santa Maria,,"$7,893","$5,336","$4,532","$1,246","$1,311",,$26,$168,$60,$382,$168,,,CA,Santa Barbara,Santa Maria,,"$6,991","$4,434","$3,630","$1,246","$1,311",,$26,$168,$60,$382,$168,,
CA,Santa Clara,Gilroy,9/16/08,,"$51,320","$33,553","$11,809","$5,236","$12,531",$158,,,,,"$21,586",,,CA,Santa Clara,Gilroy,,"$36,847","$27,948","$9,572","$2,118","$6,781",$90,,,,,"$18,286",,,CA,Santa Clara,Gilroy,,"$27,915","$23,111","$19,687",$838,"$3,966",$285,,,,,"$3,139",,,CA,Santa Clara,Gilroy,,"$27,736","$22,932","$19,687",$838,"$3,966",$171,,,,,"$3,074",,,CA,Santa Clara,Gilroy,,"$23,842","$19,038","$5,178",$838,"$3,966",$210,,,,,"$13,650",,
CA,Santa Clara,Palo Alto,9/18/08,,"$41,533","$41,533",$930,,,,"$39,800",$803,,,,,,CA,Santa Clara,Palo Alto,,"$28,400","$28,400",$930,,,,"$26,945",$525,,,,,,CA,Santa Clara,Palo Alto,,"$24,006","$24,006","$3,810",,,,"$3,983",$203,,,,,"$16,010",CA,Santa Clara,Palo Alto,,"$24,006","$24,006","$3,810",,,,"$3,983",$203,,,,,"$16,010",CA,Santa Clara,Palo Alto,,"$24,006","$24,006","$3,810",,,,"$3,983",$203,,,,,"$16,010"
CA,Santa Cruz,Santa Cruz Co,9/16/08,,"$11,850","$6,223","$2,223","$3,000","$2,627","$4,000",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$9,181","$3,554","$1,554","$3,000","$2,627","$2,000",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$7,334","$7,334","$5,334",varies,varies,"$2,000",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$6,365","$6,365","$4,365",varies,varies,"$2,000",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$3,238","$3,238","$1,238",varies,varies,"$2,000",,,,,,,
CA,Santa Cruz,Scotts Valley,9/16/08,,"$21,287","$15,150","$5,289",,"$6,137",$285,"$7,816",$654,,$772,$334,,,CA,Santa Cruz,Scotts Valley,,"$13,906","$9,466","$2,611",,"$4,440",$143,"$4,996",$611,,$772,$334,,,CA,Santa Cruz,Scotts Valley,,"$12,723","$12,723","$8,750",,$982,$143,,,,"$2,713",$135,,,CA,Santa Cruz,Scotts Valley,,"$11,583","$11,583","$8,750",,$982,$143,,,,"$1,628",$81,,,CA,Santa Cruz,Scotts Valley,,"$9,188","$9,188","$5,220",,$982,$143,,,,"$2,713",$130,,
CA,Shasta,Redding,9/16/08,,"$22,959","$9,956","$4,752","$6,487","$6,516",$839,"$3,763",,$602,,,,,CA,Shasta,Redding,,"$19,991","$6,988","$3,232","$6,487","$6,516",$344,"$2,934",,$479,,,,,CA,Shasta,Redding,,"$24,145","$24,145","$10,204","$6,487","$6,516",$526,,,$412,,,,,CA,Shasta,Redding,,"$22,008","$22,008","$7,911","$6,487","$6,516",$483,,,$611,,,,,CA,Shasta,Redding,,"$17,753","$17,753","$4,069","$6,487","$6,516",$352,,,$329,,,,
CA,Solano,Vacaville,9/16/08,,"$48,366","$32,973","$8,174","$7,145","$8,248","$1,905","$3,934",,$286,$638,$633,"$8,486","$8,917",CA,Solano,Vacaville,,"$32,510","$23,119","$5,067","$2,793","$6,598","$1,624","$2,705",,$98,$556,$391,"$4,243","$8,435",CA,Solano,Vacaville,,"$12,020","$12,020","$4,420","$1,658","$1,650","$1,404",,,$176,"$1,187",$355,$330,$841,CA,Solano,Vacaville,,"$10,651","$10,651","$3,356","$1,658","$2,060",$843,,,$105,$627,$273,$330,"$1,399",CA,Solano,Vacaville,,"$15,243","$15,243","$2,455","$1,658","$8,264","$1,404",,,$176,$177,$191,$330,$588
CA,Sonoma,Windsor,9/25/08,,"$37,379","$23,084","$8,137","$1,506","$12,789","$2,639","$10,494",,,,"$1,814",,,CA,Sonoma,Windsor,,"$25,605","$16,516","$5,388",$199,"$8,890","$2,639","$7,238",,,,"$1,251",,,CA,Sonoma,Windsor,,"$15,168","$15,168","$10,567",$120,"$2,046","$2,133",,,,,$302,,,CA,Sonoma,Windsor,,"$10,343","$10,343","$6,393",$120,"$2,046","$1,280",,,,,$504,,,CA,Sonoma,Windsor,,"$7,494","$7,494","$2,979",$120,"$2,046","$2,133",,,,,$216,,
CA,Ventura,Santa Paula,7/12/07,,"$21,974","$13,447","$2,230","$4,668","$3,859","$1,062","$5,716","$1,215",$615,$423,$990,,"$1,196",CA,Ventura,Santa Paula,,"$21,005","$12,178","$1,489","$4,833","$3,994",$476,"$5,918","$1,258",$454,$355,$990,,"$1,238",CA,Ventura,Santa Paula,,"$4,888","$4,888","$2,095",$381,$300,$410,$165,,$146,$934,$457,,,CA,Ventura,Santa Paula,,"$4,888","$4,888","$2,095",$381,$300,$410,$165,,$146,$934,$457,,,CA,Ventura,Santa Paula,,"$2,669","$2,669",$733,$381,$300,$506,$192,,$87,$13,$457,,
CA,Yolo,Davis,9/29/08,,"$31,866","$22,976","$7,767","$2,740","$6,150",$310,"$6,024",,,$971,"$2,344","$5,560",,CA,Yolo,Davis,,"$19,529","$14,737","$4,742","$1,472","$3,320",$87,"$4,598",,,$741,"$1,789","$2,780",,CA,Yolo,Davis,,"$24,146","$24,146","$19,422",$438,$984,$119,$878,,,"$1,055",$910,$340,,CA,Yolo,Davis,,"$8,671","$8,671","$3,947",$438,$984,$119,$878,,,"$1,055",$910,$340,,CA,Yolo,Davis,,"$3,081","$3,081",$461,$438,$984,$119,$228,,,$274,$237,$340,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Adams,Adams Co,9/16/08,,"$1,599","$1,599","$1,599",,,,,,,,,,,CO,Adams,Adams Co,,$983,$983,$983,,,,,,,,,,,CO,Adams,Adams Co,,"$2,131","$2,131","$2,131",,,,,,,,,,,CO,Adams,Adams Co,,"$1,178","$1,178","$1,178",,,,,,,,,,,CO,Adams,Adams Co,,$776,$776,$776,,,,,,,,,,
CO,Adams,Commerce City,9/16/08,,"$2,700","$2,700","$1,181",,,,$900,,,,,$619,,CO,Adams,Commerce City,,"$1,191","$1,191",$726,,,,$327,,,,,$138,,CO,Adams,Commerce City,,"$3,562","$3,562","$3,229",,,,$333,,,,,,,CO,Adams,Commerce City,,"$1,941","$1,941","$1,741",,,,$200,,,,,,,CO,Adams,Commerce City,,"$1,479","$1,479","$1,146",,,,$333,,,,,,
CO,Boulder,Boulder,9/16/08,,"$23,326","$11,761","$1,978","$9,710","$1,855","$3,640","$2,242",$390,$209,$250,$332,"$2,280",$440,CO,Boulder,Boulder,,"$15,912","$6,657","$1,194","$7,770","$1,485","$1,820","$1,496",$260,$139,$166,$222,"$1,140",$220,CO,Boulder,Boulder,,"$6,540","$4,690","$1,736","$1,554",$297,"$1,820",,,$180,$180,$304,,$470,CO,Boulder,Boulder,,"$6,540","$4,690","$1,736","$1,554",$297,"$1,820",,,$180,$180,$304,,$470,CO,Boulder,Boulder,,"$6,540","$4,690","$1,736","$1,554",$297,"$1,820",,,$180,$180,$304,,$470
CO,Eagle,Eagle Co,9/16/08,,"$2,137","$2,137","$1,600",,,,,,$537,,,varies,,CO,Eagle,Eagle Co,,"$1,646","$1,646","$1,109",,,,,,$537,,,varies,,CO,Eagle,Eagle Co,,"$5,192","$5,192","$4,923",,,,,,$269,,,,,CO,Eagle,Eagle Co,,"$2,156","$2,156","$1,887",,,,,,$269,,,,,CO,Eagle,Eagle Co,,"$1,435","$1,435","$1,166",,,,,,$269,,,,
CO,Eagle,Basalt,9/16/08,,"$11,867","$1,750","$1,750","$5,217","$4,900",,varies,,,,,varies,,CO,Eagle,Basalt,,"$4,420","$2,260",$250,"$2,160",,,varies,,,,,"$2,010",,CO,Eagle,Basalt,,$940,$250,$250,$690,,,varies,,,,,,varies,CO,Eagle,Basalt,,"$1,285",$250,$250,"$1,035",,,varies,,,,,,varies,CO,Eagle,Basalt,,$768,$250,$250,$518,,,varies,,,,,,varies
CO,El Paso,Colorado Springs,9/16/08,,"$15,985","$5,001",,"$9,323","$1,661","$1,688","$1,781",,,,,"$1,532",,CO,El Paso,Colorado Springs,,"$10,922","$2,195",,"$7,066","$1,661",$563,"$1,264",,,,,$368,,CO,El Paso,Colorado Springs,,"$2,710",$953,,"$1,492",$266,$953,,,,,,,,CO,El Paso,Colorado Springs,,"$2,329",$572,,"$1,492",$266,$572,,,,,,,,CO,El Paso,Colorado Springs,,"$2,710",$953,,"$1,492",$266,$953,,,,,,,
CO,Fremont,Canon City,9/16/08,,$304,$304,,,,,,,$304,,,,,CO,Fremont,Canon City,,$304,$304,,,,,,,$304,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,
CO,Jefferson,Jefferson Co,9/16/08,,"$2,591","$2,591","$2,591",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$2,155","$2,155","$2,155",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$5,630","$5,630","$5,630",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$3,790","$3,790","$3,790",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$1,630","$1,630","$1,630",,,,,,,,,,
CO,La Plata,Durango,9/28/08,,"$10,516","$3,414","$2,169","$5,582","$1,520",,$300,,,,,$945,,CO,La Plata,Durango,,"$8,995","$1,893","$1,298","$5,582","$1,520",,$300,,,,,$295,,CO,La Plata,Durango,,"$4,534","$3,810","$3,810",$558,$166,,,,,,,,,CO,La Plata,Durango,,"$3,547","$2,823","$2,823",$558,$166,,,,,,,,,CO,La Plata,Durango,,"$2,687","$1,963","$1,963",$558,$166,,,,,,,,
CO,Larimer,Larimer Co,9/18/08,,"$4,172","$4,172","$2,913",,,,"$1,259",,,,,,,CO,Larimer,Larimer Co,,"$2,863","$2,863","$2,044",,,,$819,,,,,,,CO,Larimer,Larimer Co,,"$5,870","$5,870","$5,870",,,,,,,,,,,CO,Larimer,Larimer Co,,"$2,408","$2,408","$2,408",,,,,,,,,,,CO,Larimer,Larimer Co,,"$1,392","$1,392","$1,392",,,,,,,,,,
CO,Larimer,Loveland,9/18/08,,"$20,176","$13,104","$2,984","$4,632","$2,440",$689,"$4,650",$898,$502,$590,$679,"$1,382",$730,CO,Larimer,Loveland,,"$15,192","$11,185","$1,940","$1,755","$2,252",$250,"$4,650",$898,$502,$590,$679,$946,$730,CO,Larimer,Loveland,,"$9,356","$8,553","$7,510",$803,,$113,,,$260,$310,$360,,,CO,Larimer,Loveland,,"$6,046","$5,243","$4,200",$803,,$113,,,$260,$310,$360,,,CO,Larimer,Loveland,,"$3,330","$2,526","$2,170",$803,,$106,,,$70,$80,$100,,
CO,Larimer,Ft. Collins,9/18/08,,"$22,520","$9,312","$2,792","$10,014","$3,194",$507,"$3,336",$527,$189,$131,$239,"$1,591",,CO,Larimer,Ft. Collins,,"$13,215","$6,181","$1,804","$4,965","$2,069",$184,"$2,467",$390,$140,$96,$177,$923,,CO,Larimer,Ft. Collins,,"$193,522","$9,642","$8,534","$62,400","$121,480",$541,,,$202,$140,$225,,,CO,Larimer,Ft. Collins,,"$187,740","$3,860","$3,067","$62,400","$121,480",$226,,,$202,$140,$225,,,CO,Larimer,Ft. Collins,,"$186,261","$2,381","$1,849","$62,400","$121,480",$376,,,$56,$38,$62,,
CO,Mesa,Mesa Co,9/18/08,,"$2,314","$2,314","$1,589",,,,$150,,,,,$575,,CO,Mesa,Mesa Co,,"$1,825","$1,825","$1,100",,,,$150,,,,,$575,,CO,Mesa,Mesa Co,,"$2,448","$2,448","$2,448",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,665","$1,665","$1,665",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,155","$1,155","$1,155",,,,,,,,,,
CO,Pitkin,Pitkin Co,9/18/08,,"$20,980","$20,980","$7,158",,,,"$13,287",,,,,$535,,CO,Pitkin,Pitkin Co,,"$13,464","$13,464","$4,501",,,,"$8,858",,,,,$105,,CO,Pitkin,Pitkin Co,,"$41,018","$41,018","$12,143",,,,"$4,100",,,,,,"$24,775",CO,Pitkin,Pitkin Co,,"$46,925","$46,925","$4,381",,,,"$4,100",,,,,,"$38,444",CO,Pitkin,Pitkin Co,,"$16,273","$16,273","$2,519",,,,"$4,100",,,,,,"$9,654"
CO,Weld,Weld Co,9/18/08,,"$2,862","$2,862","$1,987",,,$300,,,,,,,$575,CO,Weld,Weld Co,,"$2,252","$2,252","$1,377",,,$300,,,,,,,$575,CO,Weld,Weld Co,,"$1,419","$1,419","$1,024",,,$300,,,,,,,$95,CO,Weld,Weld Co,,"$2,825","$2,825","$2,430",,,$300,,,,,,,$95,CO,Weld,Weld Co,,"$2,013","$2,013","$1,618",,,$300,,,,,,,$95
CO,Weld,Windsor,9/25/08,,"$17,844","$7,419","$1,993","$6,725","$3,700",$735,"$4,691",,,,,,,CO,Weld,Windsor,,"$8,258","$6,539","$1,381","$1,234",$485,$467,"$4,691",,,,,,,CO,Weld,Windsor,,"$8,674","$7,229","$6,065",$932,$513,"$1,164",,,,,,,,CO,Weld,Windsor,,"$4,652","$3,207","$2,509",$932,$513,$698,,,,,,,,CO,Weld,Windsor,,"$3,873","$2,428","$1,448",$932,$513,$980,,,,,,,
CO,Weld,Greeley,9/18/08,,"$5,433","$5,433","$1,571",,,$280,"$3,174",,$275,$133,,,,CO,Weld,Greeley,,"$3,790","$3,790","$1,082",,,$202,"$2,221",,$192,$93,,,,CO,Weld,Greeley,,"$8,420","$8,420","$7,454",,,$298,,,$499,$170,,,,CO,Weld,Greeley,,"$3,526","$3,526","$2,560",,,$254,,,$623,$89,,,,CO,Weld,Greeley,,"$1,733","$1,733","$1,144",,,$136,,,$403,$50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,New Castle,New Castle Co,9/18/08,,"$9,321","$1,157",,,"$8,164",,$328,$138,$517,$62,$112,,,DE,New Castle,New Castle Co,,"$6,025",$762,,,"$5,263",,$225,$95,$322,$43,$77,,,DE,New Castle,New Castle Co,,"$1,603",$297,,,"$1,306",,,,$169,$33,$95,,,DE,New Castle,New Castle Co,,"$1,759",$453,,,"$1,306",,,,$297,$14,$142,,,DE,New Castle,New Castle Co,,"$1,578",$272,,,"$1,306",,,,$177,$7,$88,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Alachua,Alachua Co,9/25/08,,"$4,678","$3,202","$2,798",$461,"$1,015",,$252,,$152,,,,,FL,Alachua,Alachua Co,,"$1,601","$1,601","$1,399",,,,$126,,$76,,,,,FL,Alachua,Alachua Co,,"$5,644","$5,644","$5,568",,,,,,$76,,,,,FL,Alachua,Alachua Co,,"$2,731","$2,731","$2,655",,,,,,$76,,,,,FL,Alachua,Alachua Co,,"$1,755","$1,755","$1,679",,,,,,$76,,,,
FL,Brevard,Brevard Co,9/26/08,,"$13,347","$9,187","$4,353","$1,903","$2,257",,,$64,$93,,,"$4,445",$232,FL,Brevard,Brevard Co,,"$5,427","$5,427","$2,381",,,,,$38,$53,,,"$2,794",$161,FL,Brevard,Brevard Co,,"$5,637","$5,637","$5,270",,,,,,$207,,,,$160,FL,Brevard,Brevard Co,,"$5,136","$5,136","$5,058",,,,,,$44,,,,$34,FL,Brevard,Brevard Co,,"$5,136","$5,136","$5,058",,,,,,$44,,,,$34
FL,Brevard,Cocoa,9/26/08,,"$10,133","$9,133","$4,353","$1,000",,,,$64,$39,,,"$4,445",$232,FL,Brevard,Cocoa,,"$6,526","$5,726","$2,677",$800,,,,$38,$34,,,"$2,794",$183,FL,Brevard,Cocoa,,"$5,676","$5,516","$5,270",$160,,,,,$86,,,,$160,FL,Brevard,Cocoa,,"$5,270","$5,110","$5,058",$160,,,,,$18,,,,$34,FL,Brevard,Cocoa,,"$5,270","$5,110","$5,058",$160,,,,,$18,,,,$34
FL,Brevard,Melbourne,9/26/08,,"$9,923","$9,923","$4,353",,,,$540,$64,$39,,$250,"$4,445",$232,FL,Brevard,Melbourne,,"$6,399","$6,399","$2,677",,,,$450,$38,$34,,$223,"$2,794",$183,FL,Brevard,Melbourne,,"$7,310","$7,310","$6,396",,,,,,$86,,$668,,$160,FL,Brevard,Melbourne,,"$9,297","$9,297","$9,058",,,,,,$18,,$187,,$34,FL,Brevard,Melbourne,,"$3,252","$3,252","$3,124",,,,,,$18,,$76,,$34
FL,Brevard,Palm Bay,9/26/08,,"$9,869","$9,869","$4,098",,,,$670,$64,$322,$38,,"$4,445",$232,FL,Brevard,Palm Bay,,"$6,399","$6,399","$2,701",,,,$422,$38,$233,$28,,"$2,794",$183,FL,Brevard,Palm Bay,,"$10,066","$10,066","$9,549",,,,,,$291,$66,,,$160,FL,Brevard,Palm Bay,,"$6,404","$6,404","$6,174",,,,,,$153,$43,,,$34,FL,Brevard,Palm Bay,,"$3,121","$3,121","$2,911",,,,,,$157,$19,,,$34
FL,Brevard,Rockledge,9/26/08,,"$9,133","$9,133","$4,353",,,,,$64,$39,,,"$4,445",$232,FL,Brevard,Rockledge,,"$5,726","$5,726","$2,677",,,,,$38,$34,,,"$2,794",$183,FL,Brevard,Rockledge,,"$5,516","$5,516","$5,270",,,,,,$86,,,,$160,FL,Brevard,Rockledge,,"$5,110","$5,110","$5,058",,,,,,$18,,,,$34,FL,Brevard,Rockledge,,"$5,110","$5,110","$5,058",,,,,,$18,,,,$34
FL,Broward,Broward Co,9/26/08,,"$2,694","$2,694",$457,,,,$694,,,,,"$1,543",,FL,Broward,Broward Co,,"$2,332","$2,332",$275,,,,$496,,,,,"$1,561",,FL,Broward,Broward Co,,"$1,132","$1,132","$1,132",,,,,,,,,,,FL,Broward,Broward Co,,$661,$661,$661,,,,,,,,,,,FL,Broward,Broward Co,,$358,$358,$358,,,,,,,,,,
FL,Broward,Ft. Lauderdale,9/26/08,,"$3,918","$3,918",,,,,"$2,375",,,,,"$1,543",,FL,Broward,Ft. Lauderdale,,"$3,436","$3,436",,,,,"$1,875",,,,,"$1,561",,FL,Broward,Ft. Lauderdale,,,,,,,,,,,,,,,FL,Broward,Ft. Lauderdale,,,,,,,,,,,,,,,FL,Broward,Ft. Lauderdale,,,,,,,,,,,,,,
