State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other
FL,Citrus,Citrus Co,9/29/09,,"$6,886","$6,886","$2,426",,,,$723,$251,$496,$257,$625,"$2,109",,FL,Citrus,Citrus Co,,"$7,900","$7,900","$3,133",,,,$473,$173,$339,$178,$497,"$3,107",,FL,Citrus,Citrus Co,,"$5,313","$5,313","$2,836",,,,,,$811,$423,"$1,243",,,FL,Citrus,Citrus Co,,"$4,597","$4,597","$3,161",,,,,,$470,$245,$721,,,FL,Citrus,Citrus Co,,"$2,173","$2,173","$1,455",,,,,,$235,$123,$360,,
FL,Clay,Clay Co,10/26/09,,"$12,112","$12,112","$5,078",,,,,,,,,"$7,034",,FL,Clay,Clay Co,,"$6,801","$6,801","$3,565",,,,,,,,,"$3,236",,FL,Clay,Clay Co,,"$6,488","$6,488","$6,488",,,,,,,,,,,FL,Clay,Clay Co,,"$3,303","$3,303","$3,303",,,,,,,,,,,FL,Clay,Clay Co,,"$2,151","$2,151","$2,151",,,,,,,,,,
FL,Collier,Collier Co,10/26/09,,"$35,486","$28,416","$10,372","$3,575","$3,495",,"$3,793",$583,"$1,235",$359,$950,"$10,755",$369,FL,Collier,Collier Co,,"$19,413","$14,676","$7,464","$2,395","$2,342",,"$1,908",$424,$669,$194,$483,"$3,344",$191,FL,Collier,Collier Co,,"$22,871","$21,740","$18,661",$572,$559,,,,$697,$540,"$1,336",,$506,FL,Collier,Collier Co,,"$17,208","$16,077","$14,257",$572,$559,,,,$720,$196,$656,,$248,FL,Collier,Collier Co,,"$10,123","$8,992","$7,732",$572,$559,,,,$664,$112,$351,,$133
FL,Columbia,Columbia Co,10/26/09,,"$3,064","$3,064","$1,046",,,,,,$109,,,"$1,500",$409,FL,Columbia,Columbia Co,,"$1,909","$1,909",$720,,,,,,$109,,,$705,$375,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,,FL,Columbia,Columbia Co,,,,,,,,,,,,,,
FL,Dade,Miami/Dade Co,10/27/09,,"$7,999","$7,999","$1,998",,,,"$2,694",,$373,$486,,"$2,448",,FL,Dade,Miami/Dade Co,,"$5,430","$5,430","$1,403",,,,"$1,638",,$373,$486,,"$1,530",,FL,Dade,Miami/Dade Co,,"$3,538","$3,538","$2,802",,,,,,$398,$337,,,,FL,Dade,Miami/Dade Co,,"$3,410","$3,410","$2,776",,,,,,$296,$337,,,,FL,Dade,Miami/Dade Co,,"$2,351","$2,351",$807,,,,,,"$1,207",$337,,,
FL,Dade,Miami,9/26/08,,"$10,547","$10,547",,,,,"$6,818",,$704,$164,$413,"$2,448",,FL,Dade,Miami,,"$4,702","$4,702",,,,,"$3,959",,$409,$95,$239,,,FL,Dade,Miami,,$931,$931,,,,,,,$227,$609,$95,,,FL,Dade,Miami,,$682,$682,,,,,,,$336,$206,$140,,,FL,Dade,Miami,,$404,$404,,,,,,,$210,$107,$87,,
FL,DeSoto,DeSoto Co,9/30/08,,"suspended fees effective January 1, 2008",,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,,FL,DeSoto,DeSoto Co,,,,,,,,,,,,,,
FL,Flagler,Flagler Co,10/27/09,,"$5,307","$5,307","$1,438",,,,$269,,,,,"$3,600",,FL,Flagler,Flagler Co,,"$2,600","$2,600","$1,400",,,,$269,,,,,$931,,FL,Flagler,Flagler Co,,"$1,997","$1,997","$1,997",,,,,,,,,,,FL,Flagler,Flagler Co,,"$1,500","$1,500","$1,500",,,,,,,,,,,FL,Flagler,Flagler Co,,$794,$794,$794,,,,,,,,,,
FL,Flagler,Palm Coast,9/26/08,,"$13,775","$8,865","$3,846","$2,430","$2,480",,"$1,229",,$190,,,"$3,600",,FL,Flagler,Palm Coast,,"$5,557","$4,577","$2,226",$567,$413,,"$1,229",,$190,,,$931,,FL,Flagler,Palm Coast,,"$5,984","$5,199","$4,671",$389,$397,,,,$527,,,,,FL,Flagler,Palm Coast,,"$6,352","$5,567","$5,039",$389,$397,,,,$527,,,,,FL,Flagler,Palm Coast,,"$3,482","$2,696","$2,169",$389,$397,,,,$527,,,,
FL,Gilchrist,Gilchrist Co,10/27/09,,"$3,500","$3,500","$1,750",,,,,,,,"$1,000",$750,,FL,Gilchrist,Gilchrist Co,,"$3,500","$3,500","$1,750",,,,,,,,"$1,000",$750,,FL,Gilchrist,Gilchrist Co,,$560,$560,$500,,,,,,,,$60,,,FL,Gilchrist,Gilchrist Co,,$560,$560,$500,,,,,,,,$60,,,FL,Gilchrist,Gilchrist Co,,$560,$560,$500,,,,,,,,$60,,
FL,Glades,Glades Co,10/27/09,,"$8,143","$8,143","$3,363",,,,$365,,$93,,,"$4,322",,FL,Glades,Glades Co,,"$5,524","$5,524","$2,369",,,,$339,,$64,,,"$2,752",,FL,Glades,Glades Co,,"$5,681","$5,681","$5,590",,,,,,$91,,,,,FL,Glades,Glades Co,,"$2,256","$2,256","$2,203",,,,,,$53,,,,,FL,Glades,Glades Co,,"$2,180","$2,180","$2,147",,,,,,$33,,,,
FL,Hardee,Hardee Co,10/27/09,,"$2,628","$2,628","$1,348",,,,$292,$146,$193,$152,$349,,$148,FL,Hardee,Hardee Co,,"$1,857","$1,857",$925,,,,$111,$121,$161,$126,$290,,$123,FL,Hardee,Hardee Co,,"$2,753","$2,753","$1,531",,,,,,$326,$152,$522,,$222,FL,Hardee,Hardee Co,,"$2,366","$2,366","$1,961",,,,,,$113,$50,$170,,$72,FL,Hardee,Hardee Co,,$751,$751,$634,,,,,,$33,$14,$49, ,$21
FL,Hendry,Hendry Co,9/26/08,,"$4,962","$4,962","$1,245",,,,$259,$32,$439,$127,$309,"$2,551",,FL,Hendry,Hendry Co,,"$3,962","$3,962",$865,,,,$240,$40,$315,$118,$287,"$2,097",,FL,Hendry,Hendry Co,,"$2,412","$2,412","$1,958",,,,,,$198,$74,$181,,,FL,Hendry,Hendry Co,,"$1,158","$1,158",$733,,,,,,$186,$70,$170,,,FL,Hendry,Hendry Co,,"$1,117","$1,117",$959,,,,,,$69,$26,$63,,
FL,Hernando,Hernando Co,10/27/09,,"$9,238","$9,238","$3,627",,,,$501,$154,$229,$99,$362,"$4,266",,FL,Hernando,Hernando Co,,"$6,919","$6,919","$2,498",,,,$395,$122,$181,$78,$285,"$3,360",,FL,Hernando,Hernando Co,,"$6,433","$6,433","$5,411",,,,,,$350,$145,$527,,,FL,Hernando,Hernando Co,,"$3,094","$3,094","$2,567",,,,,,$181,$74,$272,,,FL,Hernando,Hernando Co,,"$2,101","$2,101","$1,838",,,,,,$90,$37,$136,,
FL,Highlands,Highlands Co,10/27/09,,"$6,034","$6,034","$2,124",,,,$261,$77,$237,$73,,"$3,047",$215,FL,Highlands,Highlands Co,,"$4,072","$4,072","$1,507",,,,$181,$53,$164,$49,,"$1,969",$149,FL,Highlands,Highlands Co,,"$3,513","$3,513","$3,163",,,,,,$350,,,,,FL,Highlands,Highlands Co,,"$2,805","$2,805","$2,640",,,,,,$165,,,,,FL,Highlands,Highlands Co,,"$1,606","$1,606","$1,502",,,,,,$104,,,,
FL,Hillsborough,Hillsborough Co,10/27/09,,"$9,428","$5,878","$1,475","$1,650","$1,900",,$354,,$49,,,"$4,000",,FL,Hillsborough,Hillsborough Co,,"$6,249","$4,094","$1,022",$825,"$1,330",,$230,,$49,,,"$2,793",,FL,Hillsborough,Hillsborough Co,,"$3,942","$3,374","$3,352",$264,$304,,,,$22,,,,,FL,Hillsborough,Hillsborough Co,,"$2,502","$1,934","$1,893",$264,$304,,,,$41,,,,,FL,Hillsborough,Hillsborough Co,,"$1,571","$1,003",$994,$264,$304,,,,$9,,,,
FL,Hillsborough,Plant City,10/1/08,,"$12,156","$9,524","$3,503",$695,"$1,937",,$582,$538,$363,$538,,"$4,000",,FL,Hillsborough,Plant City,,"$9,297","$7,764","$3,220",$156,"$1,377",,$503,$486,$308,$454,,"$2,793",,FL,Hillsborough,Plant City,,"$8,583","$8,175","$7,136",$98,$310,,,,$533,$506,,,,FL,Hillsborough,Plant City,,"$4,741","$4,333","$3,799",$98,$310,,,,$262,$272,,,,FL,Hillsborough,Plant City,,"$3,325","$2,917","$2,573",$98,$310,,,,$139,$205,,,
FL,Hillsborough,Tampa,9/26/08,,"$5,581","$5,581","$1,581",,,,,,,,,"$4,000",,FL,Hillsborough,Tampa,,"$3,608","$3,608",$815,,,,,,,,,"$2,793",,FL,Hillsborough,Tampa,,"$3,797","$3,797","$3,797",,,,,,,,,,,FL,Hillsborough,Tampa,,"$3,425","$3,425","$3,425",,,,,,,,,,,FL,Hillsborough,Tampa,,"$1,359","$1,359","$1,359",,,,,,,,,,
FL,Indian River,Indian River Co,10/27/09,,"$8,185","$8,185","$4,483",,,,"$1,463",$483,,,,"$1,756",,FL,Indian River,Indian River Co,,"$4,057","$4,057","$2,428",,,,$844,$285,,,,$500,,FL,Indian River,Indian River Co,,"$3,163","$3,163","$3,163",,,,,,,,,,,FL,Indian River,Indian River Co,,"$3,798","$3,798","$3,798",,,,,,,,,,,FL,Indian River,Indian River Co,,"$1,318","$1,318","$1,318",,,,,,,,,,
FL,Lake,Lake Co,10/27/09,,"$12,316","$12,316","$2,189",,,,$222,$191,$390,,,"$9,324",,FL,Lake,Lake Co,,"$7,658","$7,658","$1,408",,,,$171,$146,$244,,,"$5,689",,FL,Lake,Lake Co,,"$3,478","$3,478","$2,177",,,,,,"$1,301",,,,,FL,Lake,Lake Co,,"$4,184","$4,184","$2,883",,,,,,"$1,301",,,,,FL,Lake,Lake Co,,"$2,261","$2,261","$2,157",,,,,,$104,,,,
FL,Lake,Eustis,9/26/08,,"$14,023","$10,501",,$854,"$2,668",,$599,$293,$147,$138,,"$9,324",,FL,Lake,Eustis,,"$9,453","$6,531",,$708,"$2,214",,$428,$210,$105,$99,,"$5,689",,FL,Lake,Eustis,,"$2,101",$941,,$280,$880,,,,$485,$456,,,,FL,Lake,Eustis,,"$2,426",$666,,$430,"$1,330",,,,$343,$323,,,,FL,Lake,Eustis,,"$2,127",$367,,$430,"$1,330",,,,$189,$178,,,
FL,Lee,Lee Co,10/27/09,,"$15,310","$15,310","$8,976",,,,"$1,479",,$739,,,"$4,116",,FL,Lee,Lee Co,,"$9,606","$9,606","$6,297",,,,"$1,109",,$576,,,"$1,624",,FL,Lee,Lee Co,,"$16,478","$16,478","$15,837",,,,,,$641,,,,,FL,Lee,Lee Co,,"$7,606","$7,606","$7,305",,,,,,$301,,,,,FL,Lee,Lee Co,,"$6,452","$6,452","$6,195",,,,,,$257,,,,
FL,Lee,Bonita Springs,9/27/08,,"$14,062","$14,062","$8,211",,,,$872,,$670,,,"$4,309",,FL,Lee,Bonita Springs,,"$8,525","$8,525","$5,759",,,,$539,,$523,,,"$1,704",,FL,Lee,Bonita Springs,,"$11,999","$11,999","$11,451",,,,,,$548,,,,,FL,Lee,Bonita Springs,,"$6,928","$6,928","$6,683",,,,,,$245,,,,,FL,Lee,Bonita Springs,,"$5,914","$5,914","$5,666",,,,,,$248,,,,
FL,Lee,Cape Coral,9/27/08,,"$14,921","$9,785","$3,347","$3,361","$1,775",,"$1,115",,$610,$597,,"$4,116",,FL,Lee,Cape Coral,,"$7,373","$6,293","$2,347",$784,$296,,"$1,115",,$610,$597,,"$1,624",,FL,Lee,Cape Coral,,"$6,856","$6,035","$5,709",$538,$284,,,,$162,$163,,,,FL,Lee,Cape Coral,,"$3,781","$2,960","$2,634",$538,$284,,,,$162,$163,,,,FL,Lee,Cape Coral,,"$3,457","$2,636","$2,310",$538,$284,,,,$162,$163,,,
FL,Lee,Ft. Myers,9/26/08,,"$18,075","$14,086","$9,245","$2,023","$1,966",,,,$602,,,"$4,239",,FL,Lee,Ft. Myers,,"$12,046","$8,627","$6,486","$1,734","$1,685",,,,$469,,,"$1,673",,FL,Lee,Ft. Myers,,"$17,062","$16,372","$15,837",$354,$335,,,,$535,,,,,FL,Lee,Ft. Myers,,"$8,246","$7,556","$7,305",$354,$335,,,,$251,,,,,FL,Lee,Ft. Myers,,"$7,089","$6,399","$6,195",$354,$335,,,,$204,,,,
FL,Levy,Levy Co,9/26/08,,"$1,249","$1,249","$1,046",,,,$150,,$53,,,,,FL,Levy,Levy Co,,$911,$911,$734,,,,$124,,$53,,,,,FL,Levy,Levy Co,,"$1,790","$1,790","$1,710",,,,,,$80,,,,,FL,Levy,Levy Co,,$898,$898,$818,,,,,,$80,,,,,FL,Levy,Levy Co,,$789,$789,$709,,,,,,$80,,,,
FL,Manatee,Manatee Co,10/27/09,,"$5,499","$5,499","$3,507",,,,$971,,$182,$839,,,,FL,Manatee,Manatee Co,,"$3,848","$3,848","$2,634",,,,$592,,$111,$511,,,,FL,Manatee,Manatee Co,,"$8,648","$8,648","$7,754",,,,,,$65,$829,,,,FL,Manatee,Manatee Co,,"$4,208","$4,208","$3,867",,,,,,$96,$246,,,,FL,Manatee,Manatee Co,,"$2,185","$2,185","$1,996",,,,,,$61,$128,,,
FL,Marion,Marion Co,10/27/09,,"$10,353","$10,353","$6,099",,,,,,$287,,,"$3,967",,FL,Marion,Marion Co,,"$5,620","$5,620","$3,213",,,,,,$241,,,"$2,166",,FL,Marion,Marion Co,,"$2,118","$2,118","$1,565",,,,,,$553,,,,,FL,Marion,Marion Co,,"$1,774","$1,774","$1,565",,,,,,$209,,,,,FL,Marion,Marion Co,,"$2,240","$2,240","$2,121",,,,,,$119,,,,
FL,Martin,Martin Co,10/27/09,,"$9,839","$9,839","$4,272",,,,,,,,,"$5,567",,FL,Martin,Martin Co,,"$9,463","$9,463","$4,108",,,,,,,,,"$5,355",,FL,Martin,Martin Co,,"$4,389","$4,389","$4,389",,,,,,,,,,,FL,Martin,Martin Co,,"$2,000","$2,000","$2,000",,,,,,,,,,,FL,Martin,Martin Co,,"$1,625","$1,625","$1,625",,,,,,,,,,
FL,Monroe,Monroe Co,10/28/09,,"$1,534","$1,534",$633,,,,$340,$242,$105,$150,,,$64,FL,Monroe,Monroe Co,,"$1,331","$1,331",$430,,,,$340,$242,$105,$150,,,$64,FL,Monroe,Monroe Co,,"$2,398","$2,398","$1,168",,,,,,$64,$112,,,"$1,054",FL,Monroe,Monroe Co,,"$1,914","$1,914",$684,,,,,,$64,$112,,,"$1,054",FL,Monroe,Monroe Co,,$543,$543,$406,,,,,,$64,$19,,,$54
FL,Nassau,Nassau Co,10/27/08,,"$3,726","$3,726",,,,,,,,,,"$3,726",,FL,Nassau,Nassau Co,,"$3,726","$3,726",,,,,,,,,,"$3,726",,FL,Nassau,Nassau Co,,$0,$0,,,,,,,,,,,,FL,Nassau,Nassau Co,,$0,$0,,,,,,,,,,,,FL,Nassau,Nassau Co,,$0,$0,,,,,,,,,,,
FL,Okaloosa,Destin,9/26/08,,"$1,384","$1,384",$831,,,,$399,$133,,$21,,,,FL,Okaloosa,Destin,,"$1,167","$1,167",$705,,,,$335,$112,,$15,,,,FL,Okaloosa,Destin,,"$1,263","$1,263","$1,215",,,,,,,$48,,,,FL,Okaloosa,Destin,,$999,$999,$974,,,,,,,$25,,,,FL,Okaloosa,Destin,,$622,$622,$616,,,,,,,$6,,,
FL,Orange,Orange Co.,10/27/09,,"$18,067","$18,067","$3,825",,,,"$1,391",,$223,$208,,"$12,420",,FL,Orange,Orange Co.,,"$10,924","$10,924","$2,681",,,,"$1,003",,$195,$66,,"$6,979",,FL,Orange,Orange Co.,,"$14,692","$14,692","$14,113",,,,,,$248,$332,,,,FL,Orange,Orange Co.,,"$5,714","$5,714","$5,428",,,,,,$203,$83,,,,FL,Orange,Orange Co.,,"$3,514","$3,514","$3,420",,,,,,$44,$51,,,
FL,Orange,Ocoee,9/27/08,,"$25,218","$19,086","$3,969","$1,554","$4,578",,"$1,560",,$636,$501,,"$12,420",,FL,Orange,Ocoee,,"$17,532","$12,425","$2,749","$1,294","$3,813",,"$1,560",,$636,$501,,"$6,979",,FL,Orange,Ocoee,,"$9,309","$7,261","$6,461",$519,"$1,529",,,,$470,$330,,,,FL,Orange,Ocoee,,"$7,756","$5,708","$4,908",$519,"$1,529",,,,$470,$330,,,,FL,Orange,Ocoee,,"$6,177","$4,129","$3,329",$519,"$1,529",,,,$470,$330,,,
FL,Orange,Orlando,9/27/08,,"$18,007","$15,470","$2,900",,"$2,537",,,,$150,,,"$12,420",,FL,Orange,Orlando,,"$11,064","$9,136","$2,037",,"$1,928",,,,$120,,,"$6,979",,FL,Orange,Orlando,,"$11,143","$10,737","$10,477",,$406,,,,$260,,,,,FL,Orange,Orlando,,"$4,510","$4,104","$3,844",,$406,,,,$260,,,,,FL,Orange,Orlando,,"$2,826","$2,420","$2,160",,$406,,,,$260,,,,
FL,Orange,Winter Garden,10/1/08,,"$23,093","$19,748","$6,057","$1,310","$2,035",,$671,,$340,$260,,"$12,420",,FL,Orange,Winter Garden,,"$14,616","$11,830","$4,253","$1,091","$1,695",,$598,,,,,"$6,979",,FL,Orange,Winter Garden,,"$13,418","$12,301","$11,191",$438,$680,,,,$610,$500,,,,FL,Orange,Winter Garden,,"$8,764","$7,647","$6,537",$438,$680,,,,$610,$500,,,,FL,Orange,Winter Garden,,"$4,282","$3,165","$2,055",$438,$680,,,,$610,$500,,,
FL,Osceola,Osceola Co,10/27/09,,"$18,173","$18,173","$6,877",,,,$924,,$165,,,"$10,207",,FL,Osceola,Osceola Co,,"$11,685","$11,685","$4,126",,,,$679,,$165,,,"$6,715",,FL,Osceola,Osceola Co,,"$16,990","$16,990","$16,690",,,,,,$300,,,,,FL,Osceola,Osceola Co,,"$9,110","$9,110","$9,020",,,,,,$90,,,,,FL,Osceola,Osceola Co,,"$5,932","$5,932","$5,882",,,,,,$50,,,,
FL,Palm Beach,Palm Beach Co,10/27/09,,"$11,367","$11,367","$4,822",,,,"$1,540",$161,$528,$170,$148,"$3,998",,FL,Palm Beach,Palm Beach Co,,"$7,614","$7,614","$3,375",,,,"$1,778",$123,$248,$46,$113,"$1,931",,FL,Palm Beach,Palm Beach Co,,"$6,767","$6,767","$6,256",,,,,,$226,$71,$214,,,FL,Palm Beach,Palm Beach Co,,"$2,359","$2,359","$2,026",,,,,,$151,$64,$118,,,FL,Palm Beach,Palm Beach Co,,"$1,263","$1,263","$1,064",,,,,,$145,$5,$49,,
FL,Palm Beach,Palm Beach Gardens,9/27/08,,"$15,618","$11,327","$6,527",,,,"$3,649",$250,$559,$487,$148,"$3,998",,FL,Palm Beach,Palm Beach Gardens,,"$10,733","$10,733","$4,629",,,,"$2,901",$148,$462,$549,$113,"$1,931",,FL,Palm Beach,Palm Beach Gardens,,"$12,016","$12,016","$11,087",,,,,,$463,$252,$214,,,FL,Palm Beach,Palm Beach Gardens,,"$3,344","$3,344","$2,745",,,,,,$261,$220,$118,,,FL,Palm Beach,Palm Beach Gardens,,"$1,915","$1,915","$1,432",,,,,,$414,$20,$49,,
FL,Pasco,Pasco Co,10/27/09,,"$21,119","$16,828","$10,302","$1,561","$2,730",,$892,$145,$420,,,"$4,828",$241,FL,Pasco,Pasco Co,,"$12,918","$10,804","$7,564",$769,"$1,345",,$627,$97,$420,,,"$1,855",$241,FL,Pasco,Pasco Co,,"$10,310","$9,667","$8,877",$234,$410,,,,$549,,,,$241,FL,Pasco,Pasco Co,,"$4,586","$3,943","$3,153",$234,$410,,,,$549,,,,$241,FL,Pasco,Pasco Co,,"$4,584","$3,941","$3,151",$234,$410,,,,$549,,,,$241
FL,Pinellas,Pinellas Co,10/27/09,,"$2,418","$2,066","$2,066",$352,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,596","$1,420","$1,420",$176,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$3,683","$3,627","$3,627",$56,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$2,823","$2,767","$2,767",$56,,,,,,,,,,FL,Pinellas,Pinellas Co,,"$1,470","$1,414","$1,414",$56,,,,,,,,,
FL,Polk,Polk Co,4/1/09,,"$9,765","$9,765","$4,895",,,,$228,$101,$160,$143,,"$4,171",$67,FL,Polk,Polk Co,,"$5,599","$5,599","$2,261",,,,$173,$74,$130,$89,,"$2,835",$37,FL,Polk,Polk Co,,"$7,614","$7,614","$6,754",,,,,,$95,$505,,,$260,FL,Polk,Polk Co,,"$5,213","$5,213","$4,233",,,,,,$95,$785,,,$100,FL,Polk,Polk Co,,$770,$770,$675,,,,,,$15,$45,,,$35
FL,Polk,Lakeland,10/1/08,,"$12,879","$12,879","$4,895",,,,"$2,707",,$448,$591,,"$4,171",$67,FL,Polk,Lakeland,,"$8,050","$8,050","$2,261",,,,"$2,123",,$314,$445,,"$2,835",$72,FL,Polk,Lakeland,,"$8,356","$8,356","$6,754",,,,,,$561,$781,,,$260,FL,Polk,Lakeland,,"$4,990","$4,990","$4,233",,,,,,$307,$350,,,$100,FL,Polk,Lakeland,,$990,$990,$675,,,,,,$110,$170,,,$35
FL,Putnam,Putnam Co,10/27/09,,"$7,023","$7,023","$2,290",,,,$227,,$159,,,"$4,347",,FL,Putnam,Putnam Co,,"$4,140","$4,140","$1,577",,,,$187,,$159,,,"$2,217",,FL,Putnam,Putnam Co,,"$1,550","$1,550","$1,280",,,,,,$270,,,,,FL,Putnam,Putnam Co,,"$2,953","$2,953","$2,683",,,,,,$270,,,,,FL,Putnam,Putnam Co,,"$1,568","$1,568","$1,338",,,,,,$230,,,,
FL,Santa Rosa,Santa Rosa Co,10/27/09,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,,FL,Santa Rosa,Santa Rosa Co,,,,,,,,,,,,,,
FL,St Johns,St. Johns Co,10/27/09,,"$10,122","$10,122","$4,036",,,,$820,,$545,$205,$411,"$4,105",,FL,St Johns,St. Johns Co,,"$7,276","$7,276","$3,262",,,,$663,,$441,$165,$332,"$2,413",,FL,St Johns,St. Johns Co,,"$7,108","$7,108","$5,836",,,,,,$11,$419,$842,,,FL,St Johns,St. Johns Co,,"$5,691","$5,691","$5,056",,,,,,$118,$172,$345,,,FL,St Johns,St. Johns Co,,"$3,017","$3,017","$2,773",,,,,,$16,$76,$152,,
FL,St Lucie,St. Lucie Co,4/1/09,,"$9,602","$9,602","$2,324",,,,$515,$205,$525,$194,$392,"$5,447",,FL,St Lucie,St. Lucie Co,,"$5,701","$5,701","$1,693",,,,$458,$133,$106,$174,$350,"$2,787",,FL,St Lucie,St. Lucie Co,,"$4,718","$4,718","$2,858",,,,,,$487,$804,$569,,,FL,St Lucie,St. Lucie Co,,"$2,469","$2,469","$1,421",,,,,,$310,$298,$440,,,FL,St Lucie,St. Lucie Co,,$746,$746,$520,,,,,,$70,$56,$100,,
FL,Sarasota,Sarasota Co,10/28/09,,"$16,954","$12,203","$5,774","$2,720","$2,031",,"$2,348",$380,$339,$195,$339,"$2,032",$796,FL,Sarasota,Sarasota Co,,"$11,577","$8,251","$4,417","$1,904","$1,422",,"$1,794",$291,$259,$149,$259,$474,$608,FL,Sarasota,Sarasota Co,,"$14,443","$13,493","$11,319",$544,$406,,,,$442,$254,$441,,"$1,037",FL,Sarasota,Sarasota Co,,"$7,831","$6,881","$6,008",$544,$406,,,,$178,$102,$177,,$416,FL,Sarasota,Sarasota Co,,"$5,446","$4,496","$3,973",$544,$406,,,,$106,$61,$106,,$250
FL,Sarasota,North Port,9/27/08,,"$12,036","$12,036","$6,487",,,,"$2,163",$217,$639,$212,$217,"$2,032",$69,FL,Sarasota,North Port,,"$7,055","$7,055","$4,551",,,,$933,$291,$454,$150,$154,$474,$48,FL,Sarasota,North Port,,"$17,233","$17,233","$14,275",,,,,,"$1,770",$587,$601,,,FL,Sarasota,North Port,,"$9,010","$9,010","$7,461",,,,,,$927,$307,$315,,,FL,Sarasota,North Port,,"$5,686","$5,686","$4,714",,,,,,$581,$193,$198,,
FL,Seminole,Seminole Co,10/28/09,,"$6,251","$6,251","$1,025",,,,,$54,$172,,,"$5,000",,FL,Seminole,Seminole Co,,"$3,011","$3,011",$685,,,,,$54,$172,,,"$2,100",,FL,Seminole,Seminole Co,,"$2,901","$2,901","$2,741",,,,,,$160,,,,,FL,Seminole,Seminole Co,,"$1,944","$1,944","$1,872",,,,,,$72,,,,,FL,Seminole,Seminole Co,,$768,$768,$762,,,,,,$6,,,,
FL,Seminole,Altamonte Springs,9/27/08,,"$6,267","$6,267",$607,,,,$211,$91,$172,$186,,"$5,000",,FL,Seminole,Altamonte Springs,,"$3,120","$3,120",$421,,,,$168,$91,$172,$168,,"$2,100",,FL,Seminole,Altamonte Springs,,"$2,936","$2,936","$2,283",,,,,,$160,$493,,,,FL,Seminole,Altamonte Springs,,"$1,113","$1,113",$766,,,,,,$72,$275,,,,FL,Seminole,Altamonte Springs,,$537,$537,$442,,,,,,$6,$89,,,
FL,Seminole,Winter Springs,9/27/08,,"$10,823","$10,823","$3,167",,,,"$1,200",,$700,$356,$400,"$5,000",,FL,Seminole,Winter Springs,,"$6,979","$6,979","$2,224",,,,"$1,200",,$700,$356,$400,"$2,100",,FL,Seminole,Winter Springs,,"$7,015","$7,015","$4,298",,,,,,"$1,300",$492,$925,,,FL,Seminole,Winter Springs,,"$7,492","$7,492","$4,775",,,,,,"$1,300",$492,$925,,,FL,Seminole,Winter Springs,,"$6,121","$6,121","$3,404",,,,,,"$1,300",$492,$925,,
FL,Sumter,Sumter Co,10/28/09,,"$2,997","$2,997","$2,600",,,,,,$397,,,,,FL,Sumter,Sumter Co,,"$2,176","$2,176","$1,779",,,,,,$397,,,,,FL,Sumter,Sumter Co,,"$4,147","$4,147","$3,637",,,,,,$510,,,,,FL,Sumter,Sumter Co,,"$3,389","$3,389","$3,269",,,,,,$120,,,,,FL,Sumter,Sumter Co,,"$1,674","$1,674","$1,584",,,,,,$90,,,,
FL,Volusia,Volusia Co,10/28/09,,"$9,108","$9,108","$2,174",,,,$582,,$287,,,"$6,066",,FL,Volusia,Volusia Co,,"$8,440","$8,440","$1,506",,,,$582,,$287,,,"$6,066",,FL,Volusia,Volusia Co,,"$3,230","$3,230","$3,080",,,,,,$150,,,,,FL,Volusia,Volusia Co,,"$2,460","$2,460","$2,310",,,,,,$150,,,,,FL,Volusia,Volusia Co,,"$1,370","$1,370","$1,220",,,,,,$150,,,,
FL,Volusia,Daytona Beach,9/27/08,,"$11,019","$11,019","$2,474",,,,"$1,376",,$190,$323,$590,"$6,066",,FL,Volusia,Daytona Beach,,"$9,447","$9,447","$1,701",,,,$934,,$129,$218,$399,"$6,066",,FL,Volusia,Daytona Beach,,"$5,791","$5,791","$3,850",,,,,,$334,$568,"$1,039",,,FL,Volusia,Daytona Beach,,"$3,873","$3,873","$2,629",,,,,,$214,$364,$666,,,FL,Volusia,Daytona Beach,,"$2,209","$2,209","$1,421",,,,,,$136,$230,$422,,
