State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other
NM,Sandoval,Rio Rancho,9/23/08,,"$17,128","$8,785","$2,691","$4,896","$3,447","$4,465","$1,258",,$339,,,,$32,NM,Sandoval,Rio Rancho,,"$5,303","$4,158","$1,887",$762,$383,"$1,191",$832,,$225,,,,$23,NM,Sandoval,Rio Rancho,,"$7,765","$6,430","$4,196",$783,$552,"$1,430",,,$755,,,,$49,NM,Sandoval,Rio Rancho,,"$6,230","$4,895","$3,094",$783,$552,"$1,430",,,$335,,,,$36,NM,Sandoval,Rio Rancho,,"$4,920","$3,585","$1,955",$783,$552,"$1,430",,,$177,,,,$23
NM,Santa Fe,Santa Fe,9/23/08,,"$6,246","$3,498","$2,100","$2,013",$735,,"$1,214",,$136,$48,,,,NM,Santa Fe,Santa Fe,,"$3,570","$2,674","$1,554",$335,$561,,$971,,$110,$39,,,,NM,Santa Fe,Santa Fe,,"$5,350","$4,896","$4,597",$314,$140,,,,$221,$78,,,,NM,Santa Fe,Santa Fe,,"$3,051","$2,597","$2,429",$314,$140,,,,$124,$44,,,,NM,Santa Fe,Santa Fe,,"$2,164","$1,710","$1,610",$314,$140,,,,$74,$26,,,
NM,Santa Fe,Santa Fe County,9/23/08,,$550,$550,,,,,,,$550,,,,,NM,Santa Fe,Santa Fe County,,$275,$275,,,,,,,$275,,,,,NM,Santa Fe,Santa Fe County,,$460,$460,,,,,,,$460,,,,,NM,Santa Fe,Santa Fe County,,$335,$335,,,,,,,$335,,,,,NM,Santa Fe,Santa Fe County,,$460,$460,,,,,,,$460,,,,
NM,Valencia,Los Lunas,9/23/08,,"$4,548","$2,171",,$898,"$1,479",,"$2,171",,,,,,,NM,Valencia,Los Lunas,,"$2,373","$1,963",,$189,$221,,"$1,963",,,,,,,NM,Valencia,Los Lunas,,$375,,,$146,$229,,,,,,,,,NM,Valencia,Los Lunas,,$375,,,$146,$229,,,,,,,,,NM,Valencia,Los Lunas,,$375,,,$146,$229,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,Churchill,Churchill County,9/23/08,,"$4,200","$4,200","$2,300",,,,"$1,000",,,,,$900,,NV,Churchill,Churchill County,,"$4,200","$4,200","$2,300",,,,"$1,000",,,,,$900,,NV,Churchill,Churchill County,,,,,,,,,,,,,,,NV,Churchill,Churchill County,,,,,,,,,,,,,,,NV,Churchill,Churchill County,,,,,,,,,,,,,,
NV,Clark,Las Vegas,9/23/08,,"$4,201","$1,546",$700,,"$2,655",,$720,,,,,,$126,NV,Clark,Las Vegas,,"$3,439","$1,034",$628,,"$2,405",,$360,,,,,,$46,NV,Clark,Las Vegas,,"$1,259",$834,$750,,$425,,,,,,,,$84,NV,Clark,Las Vegas,,"$1,278",$853,$769,,$425,,,,,,,,$84,NV,Clark,Las Vegas,,"$1,116",$691,$607,,$425,,,,,,,,$84
NV,Clark,Mesquite,9/23/08,,"$3,432","$2,108",$982,,"$1,324",,"$1,000",,,,,,$126,NV,Clark,Mesquite,,"$3,352","$2,028",$982,,"$1,324",,"$1,000",,,,,,$46,NV,Clark,Mesquite,,"$1,294","$1,082",$998,,$212,,,,,,,,$84,NV,Clark,Mesquite,,"$1,310","$1,098","$1,014",,$212,,,,,,,,$84,NV,Clark,Mesquite,,"$1,449","$1,237","$1,153",,$212,,,,,,,,$84
NV,Placer,Truckee,9/23/08,,"$2,381","$2,381","$2,381",,,,,,,,,,,NV,Placer,Truckee,,"$1,499","$1,499","$1,499",,,,,,,,,,,NV,Placer,Truckee,,,,,,,,,,,,,,,NV,Placer,Truckee,,,,,,,,,,,,,,,NV,Placer,Truckee,,,,,,,,,,,,,,
NV,Washoe,Reno,9/23/08,,"$3,903","$3,903","$2,903",,,,"$1,000",,,,,,,NV,Washoe,Reno,,"$3,101","$3,101","$2,101",,,,"$1,000",,,,,,,NV,Washoe,Reno,,"$5,279","$5,279","$5,279",,,,,,,,,,,NV,Washoe,Reno,,"$2,837","$2,837","$2,837",,,,,,,,,,,NV,Washoe,Reno,,"$1,799","$1,799","$1,799",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Butler,Middletown,9/23/08,,$500,$500,,,,,$500,,,,,,,OH,Butler,Middletown,,$500,$500,,,,,$500,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,,OH,Butler,Middletown,,,,,,,,,,,,,,
OH,Delaware,Delaware (city),9/23/08,,"$13,103","$2,068",,"$5,650","$5,385",,"$1,226",,$314,$162,$366,,,OH,Delaware,Delaware (city),,"$3,511","$1,295",,"$1,318",$898,,$767,,$197,$101,$230,,,OH,Delaware,Delaware (city),,"$2,960","$1,194",,$904,$862,,,,$389,$456,$349,,,OH,Delaware,Delaware (city),,"$3,096","$1,330",,$904,$862,,,,$574,$240,$516,,,OH,Delaware,Delaware (city),,"$2,583",$817,,$904,$862,,,,$359,$135,$323,,
OH,Warren,Hamilton Township,9/23/08,,"$6,153","$6,153","$3,964",,,,"$1,648",,$335,$206,,,,OH,Warren,Hamilton Township,,"$4,005","$4,005","$2,782",,,,$921,,$187,$115,,,,OH,Warren,Hamilton Township,,"$7,962","$7,962","$7,265",,,,,,$432,$265,,,,OH,Warren,Hamilton Township,,"$4,956","$4,956","$4,562",,,,,,$244,$150,,,,OH,Warren,Hamilton Township,,"$3,759","$3,759","$3,512",,,,,,$153,$94,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Cleveland,Moore,9/23/08,,"$1,347",$647,$647,,$700,,,,,,,,,OK,Cleveland,Moore,,"$1,347",$647,$647,,$700,,,,,,,,,OK,Cleveland,Moore,,$250,$250,$250,,,,,,,,,,,OK,Cleveland,Moore,,$250,$250,$250,,,,,,,,,,,OK,Cleveland,Moore,,$360,$360,$360,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Clackamas,Clackamas Co.,9/23/08,,"$14,494","$12,039","$5,621",$205,"$2,250",,"$6,418",,,,,,,OR,Clackamas,Clackamas Co.,,"$9,836","$9,413","$3,847",$48,$375,,"$5,566",,,,,,,OR,Clackamas,Clackamas Co.,,$360,,varies,,$360,,,,,,,,,OR,Clackamas,Clackamas Co.,,"$7,219","$6,859","$6,859",,$360,,,,,,,,,OR,Clackamas,Clackamas Co.,,"$4,699","$4,339","$4,339",,$360,,,,,,,,
OR,Clackamas,West Linn,9/23/08,,"$23,416","$13,842","$4,897","$6,942","$2,632",$916,"$8,029",,,,,,,OR,Clackamas,West Linn,,"$11,684","$9,138","$3,006","$1,080","$1,466",$455,"$5,677",,,,,,,OR,Clackamas,West Linn,,"$14,071","$12,453","$12,297",$740,$878,$156,,,,,,,,OR,Clackamas,West Linn,,"$7,689","$6,528","$6,372",$740,$421,$156,,,,,,,,OR,Clackamas,West Linn,,"$7,689","$6,528","$6,372",$740,$421,$156,,,,,,,
OR,Deschutes,Bend,9/23/08,,"$15,189","$7,940","$4,434","$4,449","$2,800",,"$3,506",,,,,,,OR,Deschutes,Bend,,"$11,668","$5,869","$2,722","$3,559","$2,240",,"$3,147",,,,,,,OR,Deschutes,Bend,,"$10,567","$8,719","$8,719","$1,134",$714,,,,,,,,,OR,Deschutes,Bend,,"$6,144","$3,205","$3,205","$2,225",$714,,,,,,,,,OR,Deschutes,Bend,,"$6,150","$4,302","$4,302","$1,134",$714,,,,,,,,
OR,Josephine,Grants Pass,9/23/08,,"$14,283","$9,146","$6,182","$2,597","$2,540",$412,"$2,552",,,,,,,OR,Josephine,Grants Pass,,"$10,197","$7,034","$4,070","$1,537","$1,626",$412,"$2,552",,,,,,,OR,Josephine,Grants Pass,,"$24,082","$23,260","$23,256",$416,$406,$4,varies,,,,,,,OR,Josephine,Grants Pass,,"$7,286","$6,464","$6,460",$416,$406,$4,varies,,,,,,,OR,Josephine,Grants Pass,,"$3,733","$2,911","$2,907",$416,$406,$4,varies,,,,,,
OR,Lane,Eugene,9/23/08,,"$7,159","$3,431","$1,582","$2,167","$1,561",$505,"$1,345",,,,,,,OR,Lane,Eugene,,"$4,625","$2,792",$908,$506,"$1,327",$34,"$1,850",,,,,,,OR,Lane,Eugene,,"$5,909","$5,312","$5,278",$347,$250,$34,,,,,,,,OR,Lane,Eugene,,"$2,996","$2,399","$2,365",$347,$250,$34,,,,,,,,OR,Lane,Eugene,,"$2,119","$1,522","$1,488",$347,$250,$34,,,,,,,
OR,Lane,Springfield,9/23/08,,"$3,087","$1,980","$1,087",,"$1,107",$893,,,,,,,,OR,Lane,Springfield,,"$2,429","$1,480",$766,,$949,$714,,,,,,,,OR,Lane,Springfield,,"$5,593","$5,416","$3,036",,$177,"$2,380",,,,,,,,OR,Lane,Springfield,,"$2,734","$2,557","$1,129",,$177,"$1,428",,,,,,,,OR,Lane,Springfield,,"$3,312","$3,135",$755,,$177,"$2,380",,,,,,,
OR,Marion,Salem,9/23/08,,"$12,216","$5,227","$1,815","$4,184","$2,805",$449,"$2,963",,,,,,,OR,Marion,Salem,,"$6,987","$3,493","$1,274","$2,092","$1,402",$281,"$1,937",,,,,,,OR,Marion,Salem,,"$9,542","$8,424","$8,143",$669,$449,$281,,,,,,,,OR,Marion,Salem,,"$3,487","$2,369","$2,088",$669,$449,$281,,,,,,,,OR,Marion,Salem,,"$2,354","$1,603","$1,322",$302,$449,$281,,,,,,,
OR,Marion,Silverton,9/23/08,,"$14,747","$6,355","$3,744","$4,014","$4,378","$1,392","$1,219",,,,,,,OR,Marion,Silverton,,"$6,040","$4,929","$2,318",$624,$487,"$1,392","$1,219",,,,,,,OR,Marion,Silverton,,"$5,836","$4,267",varies,$428,"$1,141","$4,267",,,,,,,,OR,Marion,Silverton,,"$5,836","$4,267",varies,$428,"$1,141","$4,267",,,,,,,,OR,Marion,Silverton,,"$4,695","$4,267",varies,$428,varies,"$4,267",,,,,,,
OR,Multnomah,Portland,9/23/08,,"$12,114","$5,954","$2,180","$2,640","$3,520",$651,"$3,123",,,,,,,OR,Multnomah,Portland,,"$7,089","$3,862","$1,577",$411,"$2,816",$254,"$2,031",,,,,,,OR,Multnomah,Portland,,"$1,081",$254,varies,$264,$563,$254,,,,,,,,OR,Multnomah,Portland,,"$3,881","$3,054","$2,800",$264,$563,$254,,,,,,,,OR,Multnomah,Portland,,"$2,851","$2,024","$1,770",$264,$563,$254,,,,,,,
OR,Washington,Tigard,9/23/08,,"$10,861","$8,459","$3,244","$2,402",,,"$5,215",,,,,,,OR,Washington,Tigard,,"$6,888","$6,328","$2,136",$560,,,"$4,192",,,,,,,OR,Washington,Tigard,,"$3,420","$3,060","$3,060",$360,,,,,,,,,,OR,Washington,Tigard,,"$3,480","$3,120","$3,120",$360,,,,,,,,,,OR,Washington,Tigard,,"$1,832","$1,472","$1,472",$360,,,,,,,,,
OR,Washington,Washington Co,9/23/08,,"$4,650","$1,850","$1,350",,"$2,800",$500,,,,,,,,OR,Washington,Washington Co,,"$3,564","$1,324",$824,,"$2,240",$500,,,,,,,,OR,Washington,Washington Co,,"$5,565","$2,765","$2,265",,"$2,800",$500,,,,,,,,OR,Washington,Washington Co,,"$4,838","$2,038","$1,538",,"$2,800",$500,,,,,,,,OR,Washington,Washington Co,,"$4,206","$1,406",$906,,"$2,800",$500,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Montgomery,Towamencin Twp,9/23/08,,"$2,220","$2,220","$2,220",,"$1,711","$1,610","$1,000",,,,,,$250,PA,Montgomery,Towamencin Twp,,"$1,362","$1,362","$1,362",,"$1,425",$583,"$1,000",,,,,,$250,PA,Montgomery,Towamencin Twp,,"$5,109","$5,109","$5,109",,$342,$161,$500,,,,,,$300,PA,Montgomery,Towamencin Twp,,"$6,549","$3,274","$3,274",,$571,$161,$500,,,,,,$300,PA,Montgomery,Towamencin Twp,,"$2,154","$2,154","$2,154",,$171,$161,$500,,,,,,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Beaufort,Beaufort Co,9/23/08,,"$1,529","$1,529",varies,,,,$471,$553,$505,,,,,SC,Beaufort,Beaufort Co,,"$1,445","$1,445",varies,,,,$471,$553,$421,,,,,SC,Beaufort,Beaufort Co,,$55,$55,varies,,,,,,$55,,,,,SC,Beaufort,Beaufort Co,,$55,$55,varies,,,,,,$55,,,,,SC,Beaufort,Beaufort Co,,$55,$55,varies,,,,,,$55,,,,
SC,Beaufort,Hilton Head,9/23/08,,"$7,436","$1,996",$816,"$2,400","$3,040",,$627,$553,,,,,,SC,Beaufort,Hilton Head,,"$7,120","$1,680",$500,"$2,400","$3,040",,$627,$553,,,,,,SC,Beaufort,Hilton Head,,"$4,187","$3,317","$3,317",$384,$486,,,,,,,,,SC,Beaufort,Hilton Head,,"$2,858","$1,988","$1,988",$384,$486,,,,,,,,,SC,Beaufort,Hilton Head,,"$1,465",$595,$595,$384,$486,,,,,,,,
SC,Berkeley,Mt. Pleasant,9/27/08,,"$8,360","$1,860",$958,"$2,000","$4,500",,$358,,$231,$69,,,$244,SC,Berkeley,Mt. Pleasant,,"$2,599","$1,382",$664,$467,$750,,$358,,$231,$69,,,$60,SC,Berkeley,Mt. Pleasant,,"$4,187","$3,280","$2,840",$187,$720,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$2,447","$1,540","$1,100",$187,$720,,,,$190,$120,,,$130,SC,Berkeley,Mt. Pleasant,,"$1,957","$1,050",$700,$187,$720,,,,$190,$30,,,$130
TN,Rutherford,La Vergne,9/25/08,,"$5,045","$2,695",$884,$500,"$1,850",,$311,,,,,,"$1,500",TN,Rutherford,La Vergne,,"$4,751","$2,289",$543,$587,"$1,875",,$246,,,,,,"$1,500",TN,Rutherford,La Vergne,,$376,,,$80,$296,,,,,,,,,TN,Rutherford,La Vergne,,$376,,,$80,$296,,,,,,,,,TN,Rutherford,La Vergne,,$376,,,$80,$296,,,,,,,,
TN,Rutherford,Smyrna,9/25/08,,"$4,124","$4,124","$1,802",,,,$569,,$253,,,,"$1,500",TN,Rutherford,Smyrna,,"$3,182","$3,182","$1,095",,,,$406,,$181,,,,"$1,500",TN,Rutherford,Smyrna,,"$3,013","$3,013","$2,438",,,,,,$575,,,,,TN,Rutherford,Smyrna,,"$2,997","$2,997","$2,650",,,,,,$347,,,,,TN,Rutherford,Smyrna,,"$1,830","$1,830","$1,625",,,,,,$205,,,,
TN,Sumner,Portland,9/29/08,,"$3,065","$3,065",,,,,"$1,228",,,,,"$1,400",$437,TN,Sumner,Portland,,"$1,931","$1,931",,,,,$907,,,,,$700,$324,TN,Sumner,Portland,,,,,,,,,,,,,,$400,TN,Sumner,Portland,,,,,,,,,,,,,,$400,TN,Sumner,Portland,,$400,$400,,,,,,,,,,$400,
TN,Sumner,White House,9/25/08,,"$2,645","$2,645",$381,,,,$396,,$186,$282,,"$1,400",,TN,Sumner,White House,,"$1,492","$1,492",$258,,,,$245,,$115,$174,,$700,,TN,Sumner,White House,,"$2,888","$2,888","$1,550",,,,,,$532,$806,,,,TN,Sumner,White House,,"$1,550","$1,550",$929,,,,,,$247,$374,,,,TN,Sumner,White House,,$977,$977,$278,,,,,,$119,$180,,$400,
TN,Williamson,Franklin,9/25/08,,"$8,391","$5,111","$2,191","$1,185","$2,095",,,,,,,,"$2,920",TN,Williamson,Franklin,,"$5,621","$2,997","$1,537",$948,"$1,676",,,,,,,,"$1,460",TN,Williamson,Franklin,,"$5,763","$4,451","$2,681",$474,$838,,,,,,,,"$1,770",TN,Williamson,Franklin,,"$4,973","$3,661","$1,891",$474,$838,,,,,,,,"$1,770",TN,Williamson,Franklin,,"$4,595","$3,283","$1,513",$474,$838,,,,,,,,"$1,770"
TN,Williamson,Nolensville,9/25/08,,"$6,912","$6,912","$2,912",,,,,,,,,,"$4,000",TN,Williamson,Nolensville,,"$4,043","$4,043","$2,043",,,,,,,,,,"$2,000",TN,Williamson,Nolensville,,"$2,849","$2,849",$849,,,,,,,,,,"$2,000",TN,Williamson,Nolensville,,"$2,753","$2,753",$753,,,,,,,,,,"$2,000",TN,Williamson,Nolensville,,"$2,498","$2,498",$498,,,,,,,,,,"$2,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Brazos,College Station,9/25/08,,"$1,387",$556,,$550,$281,,$556,,,,,,,TX,Brazos,College Station,,$474,$452,,$16,$6,,$452,,,,,,,TX,Brazos,College Station,,$133,,,$88,$45,,,,,,,,,TX,Brazos,College Station,,$133,,,$88,$45,,,,,,,,,TX,Brazos,College Station,,$133,,,$88,$45,,,,,,,,
TX,Collin,Allen,9/25/08,,"$2,350",$650,$650,"$1,200",$500,,,,,,,,,TX,Collin,Allen,,$763,$400,$400,$280,$83,,,,,,,,,TX,Collin,Allen,,"$1,772","$1,500","$1,500",$192,$80,,,,,,,,,TX,Collin,Allen,,"$1,022",$750,$750,$192,$80,,,,,,,,,TX,Collin,Allen,,$872,$600,$600,$192,$80,,,,,,,,
TX,Collin,McKinney,9/25/08,,"$3,700","$2,300","$2,300",$938,$462,,,,,,,,,TX,Collin,McKinney,,$715,$503,$503,$157,$55,,,,,,,,,TX,Collin,McKinney,,$243,$75,$75,$113,$55,,,,,,,,,TX,Collin,McKinney,,$303,$134,$134,$113,$55,,,,,,,,,TX,Collin,McKinney,,$219,$51,$51,$113,$55,,,,,,,,
TX,Denton,Denton,9/25/08,,"$4,887",,,"$3,155","$1,732",,,,,,,,,TX,Denton,Denton,,"$1,025",,,$736,$289,,,,,,,,,TX,Denton,Denton,,$855,,,$552,$303,,,,,,,,,TX,Denton,Denton,,$855,,,$552,$303,,,,,,,,,TX,Denton,Denton,,$855,,,$552,$303,,,,,,,,
TX,Tarrant,Arlington,9/27/08,,"$2,766","$1,906",$670,$480,$380,,"$1,236",,,,,,,TX,Tarrant,Arlington,,"$2,065","$1,906",$670,$107,$52,,"$1,236",,,,,,,TX,Tarrant,Arlington,,"$1,635","$1,393","$1,393",$135,$107,,,,,,,,,TX,Tarrant,Arlington,,"$1,495","$1,253","$1,253",$135,$107,,,,,,,,,TX,Tarrant,Arlington,,$715,$473,$473,$135,$107,,,,,,,,
TX,Tarrant,Colleyville,9/25/08,,"$5,321","$2,187","$2,187","$2,491",$643,,,,,,,,,TX,Tarrant,Colleyville,,"$2,030","$1,342","$1,342",$581,$107,,,,,,,,,TX,Tarrant,Colleyville,,"$2,009","$1,508","$1,508",$399,$103,,,,,,,,,TX,Tarrant,Colleyville,,"$1,280",$779,$779,$399,$103,,,,,,,,,TX,Tarrant,Colleyville,,"$2,623","$2,122","$2,122",$399,$103,,,,,,,,
TX,Tarrant,Ft. Worth,9/25/08,,"$2,880",,"$2,000",$616,$264,,,,,,,,,TX,Tarrant,Ft. Worth,,"$1,415",,"$1,228",$143,$44,,,,,,,,,TX,Tarrant,Ft. Worth,,"$2,126",,"$1,973",$107,$46,,,,,,,,,TX,Tarrant,Ft. Worth,,"$2,168",,"$2,015",$107,$46,,,,,,,,,TX,Tarrant,Ft. Worth,,"$1,368",,"$1,215",$107,$46,,,,,,,,
TX,Williamson,Georgetown,9/25/08,,"$3,197",,,"$1,531","$1,666",,,,,,,,,TX,Williamson,Georgetown,,$794,,,$517,$277,,,,,,,,,TX,Williamson,Georgetown,,$622,,,$355,$266,,,,,,,,,TX,Williamson,Georgetown,,$622,,,$355,$266,,,,,,,,,TX,Williamson,Georgetown,,$622,,,$355,$266,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Cache,Logan,9/25/08,,"$2,451","$1,258",$669,$258,$935,$77,,,$118,$34,,,$360,UT,Cache,Logan,,"$1,202",$986,$461,$60,$156,$37,,,$100,$28,,,$360,UT,Cache,Logan,,$691,$511,$270,$39,$140,$90,,,$118,$33,,,,UT,Cache,Logan,,$419,$239,$112,$39,$140,$47,,,$62,$18,,,,UT,Cache,Logan,,$362,$183,$59,$39,$140,$79,,,$35,$10,,,
UT,Davis,Layton,9/25/08,,"$7,612","$7,012","$2,399",$600,,"$2,239","$1,873",,$501,,,,,UT,Davis,Layton,,"$6,781","$6,532","$1,508",$249,,"$3,252","$1,381",,$391,,,,,UT,Davis,Layton,,"$13,486","$13,342","$3,730",$144,,"$8,957",,,$655,,,,,UT,Davis,Layton,,"$11,759","$11,615","$2,190",$144,,"$8,957",,,$468,,,,,UT,Davis,Layton,,"$11,727","$11,583","$2,552",$144,,"$8,957",,,$74,,,,
UT,Salt Lake,Draper,9/25/08,,"$8,841","$7,428","$1,749","$1,413",,"$1,161","$3,990",,$310,$218,,,,UT,Salt Lake,Draper,,"$6,085","$5,003","$1,202","$1,082",,"$1,161","$2,463",,$107,$70,,,,UT,Salt Lake,Draper,,"$7,119","$6,907","$5,859",$212,,$371,,,$410,$267,,,,UT,Salt Lake,Draper,,"$3,329","$3,117","$2,331",$212,,$137,,,$542,$107,,,,UT,Salt Lake,Draper,,"$1,796","$1,584","$1,275",$212,,$228,,,$43,$38,,,
UT,Salt Lake,Sandy City,9/29/08,,"$6,214","$4,685",,"$1,529",,"$1,133","$3,316",,$165,$71,,,,UT,Salt Lake,Sandy City,,"$2,840","$2,354",,$357,$129,$378,"$1,846",,$92,$38,,,,UT,Salt Lake,Sandy City,,"$1,670","$1,227",,$443,,$694,$78,,$322,$133,,,,UT,Salt Lake,Sandy City,,"$1,199",$756,,$443,,$416,$49,,$206,$85,,,,UT,Salt Lake,Sandy City,,"$1,352",$909,,$443,,$694,$31,,$130,$54,,,
UT,Salt Lake,West Jordan City,9/25/08,,"$11,198","$5,403","$1,891","$3,374","$2,421","$1,527","$1,633",,$247,$105,,,,UT,Salt Lake,West Jordan City,,"$8,230","$3,612","$1,523","$2,688","$1,930",$509,"$1,301",,$196,$83,,,,UT,Salt Lake,West Jordan City,,"$6,297","$5,574","$4,340",$421,$302,$934,,,$140,$160,,,,UT,Salt Lake,West Jordan City,,"$3,407","$2,684","$1,470",$421,$302,$934,,,$200,$80,,,,UT,Salt Lake,West Jordan City,,"$2,607","$1,884",$770,$421,$302,$934,,,$130,$50,,,
UT,Salt Lake,West Valley City,9/25/08,,"$3,216","$3,216",$846,,,$181,"$2,032",,$91,$66,,,,UT,Salt Lake,West Valley City,,"$2,181","$2,181",$514,,,$181,"$1,379",,$62,$45,,,,UT,Salt Lake,West Valley City,,"$1,797","$1,797","$1,343",,,$185,,,$156,$113,,,,UT,Salt Lake,West Valley City,,"$1,547","$1,547","$1,245",,,$111,,,$111,$80,,,,UT,Salt Lake,West Valley City,,"$1,086","$1,086",$815,,,$185,,,$50,$36,,,
UT,Tooele,Tooele,9/25/08,,"$9,825","$3,990","$1,515","$4,320","$1,515",,"$2,125",,,$350,,,,UT,Tooele,Tooele,,"$3,361","$1,456",,"$1,523",$382,,"$1,250",,,$206,,,,UT,Tooele,Tooele,,$798,$320,,$354,$124,,,,,$320,,,,UT,Tooele,Tooele,,$798,$320,,$354,$124,,,,,$320,,,,UT,Tooele,Tooele,,$798,$320,,$354,$124,,,,,$320,,,
UT,Utah,Payson,9/9/09,,"$7,415","$3,205",,"$1,620","$2,590",,"$2,800",,,$405,,,,UT,Utah,Payson,,"$2,798","$2,405",,$151,$242,,"$2,000",,,$405,,,,UT,Utah,Payson,,$604,$225,,$146,$233,,,,$225,,,,,UT,Utah,Payson,,$604,$225,,$146,$233,,,,$225,,,,,UT,Utah,Payson,,$604,$225,,$146,$233,,,,$225,,,,
UT,Utah,Provo,9/25/08,,"$6,489","$4,622",$887,$760,"$1,107",$801,"$2,934",,,,,,,UT,Utah,Provo,,"$5,023","$3,739",$591,$177,"$1,107",$501,"$2,647",,,,,,,UT,Utah,Provo,,"$2,948","$2,657","$2,156",$114,$177,$501,,,,,,,,UT,Utah,Provo,,"$1,345","$1,053",$553,$114,$177,$501,,,,,,,,UT,Utah,Provo,,"$1,142",$851,$350,$114,$177,$501,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Loudoun,Leesburg,9/25/08,,"$11,459",,,"$4,481","$6,978",,,,,,,,,VA,Loudoun,Leesburg,,"$9,183",,,"$3,583","$5,600",,,,,,,,,VA,Loudoun,Leesburg,,"$1,833",,,$717,"$1,116",,,,,,,,,VA,Loudoun,Leesburg,,"$1,833",,,$717,"$1,116",,,,,,,,,VA,Loudoun,Leesburg,,"$1,833",,,$717,"$1,116",,,,,,,,
VA,Stafford,Stafford Co,9/25/08,,"$45,251","$38,151","$13,621","$3,600","$3,500",,"$5,049",$626,$807,,$446,"$17,602",,VA,Stafford,Stafford Co,,"$28,186","$21,086","$5,448","$3,600","$3,500",,"$6,219",$514,$662,,$446,"$7,797",,VA,Stafford,Stafford Co,,"$3,172","$2,036","$2,036",$576,$560,,,,,,,,,VA,Stafford,Stafford Co,,"$3,742","$2,606","$2,606",$576,$560,,,,,,,,,VA,Stafford,Stafford Co,,"$2,646","$1,510","$1,510",$576,$560,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Chittenden,Burlington,9/25/08,,"$4,966","$4,966",$368,,,,"$1,404",$872,$422,$84,,"$1,816",,VT,Chittenden,Burlington,,"$2,483","$2,483",$184,,,,$702,$436,$211,$42,,$908,,VT,Chittenden,Burlington,,"$1,610","$1,610",$695,,,,$396,,$187,$332,,,,VT,Chittenden,Burlington,,"$1,555","$1,555",$640,,,,$396,,$187,$332,,,,VT,Chittenden,Burlington,,"$1,164","$1,164",$249,,,,$398,,$185,$332,,,
VT,Chittenden,Williston,9/25/08,,"$11,898","$11,898",$303,,,,$827,,,,,"$10,768",,VT,Chittenden,Williston,,"$4,400","$4,400",$186,,,,$657,,,,,"$3,557",,VT,Chittenden,Williston,,"$1,125","$1,125","$1,125",,,,,,,,,,,VT,Chittenden,Williston,,$447,$447,$447,,,,,,,,,,,VT,Chittenden,Williston,,$294,$294,$294,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
